meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanArea,sdArea,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanArea,sdArea,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanArea,sdArea,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanArea,sdArea,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanArea,sdArea,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanArea,sdArea,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanArea,sdArea,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanArea,sdArea,user,length
-1.27862038331873,1.13498361664673,0.061554441265031,0.068727259827663,-0.008051091445392,0.016340401875674,0.000637769583897,0.001717747389007,0.000154815347831,0.00046164436367,-1.60658526888081,0.20873393721295,0.042239694034352,0.072062896343448,-0.007269043135946,0.034743417362595,-0.000307454094892,0.003832729487253,1.20146090493483E-06,0.000175769030648,0.422910443306123,1.023397644303,-0.243857029641373,0.340373683394067,0.001221837271105,0.012817190327735,-0.000847135852466,0.002980219201405,9.90209383254308E-06,0.000190215568669,-0.114445941762983,0.681472249727484,-0.066024029108809,0.22485365227686,-0.00098656352043,0.015288499722783,0.000238801639531,0.007150145318645,3.48811539727664E-06,0.000173888322504,-0.13235032398747,0.281949796104408,-0.240893438975714,0.489436216703707,0.000462063466794,0.008455098654705,-0.001421246465663,0.005859239647743,2.69327807067346E-06,0.000171491883126,-0.648066726385378,0.806007473688695,-0.384923772874221,0.609322703545377,-0.006352060164731,0.009808886053541,-0.000109295714869,0.033114464229301,1.2815582225087E-05,0.00016972027616,-0.507998709218496,0.579808753302392,0.877814139278519,0.933607043976375,-0.00025584396262,0.030744610175669,0.00740966939272,0.010538407543052,-1.27213507581335E-05,0.000200675973396,0.176877769769407,0.078390763113923,1.36688589582256,0.822065086631515,0.000330968153037,0.005744850105147,0.001700485110145,0.059263656919292,-0.000216262984716,0.000721494232874,4,pattern-length-8
-2.73291666367475,2.91682444654695,-0.660901594117465,0.605558344684933,-0.068830954000899,0.061646187142331,-0.005860952706825,0.030471245441409,0.000179572415876,0.000590419748957,-6.38465146457448,1.36650428188169,1.40495592005113,0.141415072885965,-0.169324594385484,0.410274173058486,0.040780011345359,0.07534852922908,-0.000122549012303,0.000173310475255,2.52880380380208,4.0730326799341,-1.32715123379392,1.06026670082012,0.016455900918354,0.107573139755078,-0.008519867074115,0.025569502571966,-6.06275846279854E-05,0.000327324317522,-1.44534942883403,2.48890938996093,-0.750726587632123,0.765791548924872,-0.048133499364245,0.062046339246009,0.005691042997669,0.046337957900699,3.08947089840384E-05,0.000617570272463,-0.892137541490442,2.35065338929593,-1.78753959431368,1.3969911394486,0.015487036129595,0.118709894033439,-0.024856723097369,0.030576797060762,-3.78460202174371E-05,0.000619351903967,-1.09715566915624,1.55312823468802,-0.911651218638701,1.52591227178199,-0.026480592091191,0.031187222531553,0.010086894654073,0.074813340765882,3.6043827148045E-06,0.000413699521321,-1.15824005183052,1.31723792426458,1.65892415888169,0.435519623019612,0.004413801957579,0.07585607513931,0.01866322219578,0.041851285998478,2.70328703610336E-05,0.00033789594674,0.659989201165492,0.075427861604739,4.22652899050245,1.12465418228301,0.014574038436989,0.020777591307983,0.10784792432598,0.086533633386842,-0.003716519501158,0.005839014198975,4,pattern-length-8
-1.90279433306526,3.21774685311718,-0.372532237659801,0.531266145135052,-0.050918657321678,0.080602265779851,-0.008978506909146,0.011000512458633,0.000226561226608,0.000275839001564,-5.63229429955576,1.0769790842066,0.559503293504902,0.296834858064471,-0.090059977776727,0.26560910713056,0.00500333405421,0.038902157160126,0.000153786995832,0.000133183445162,2.77665951162736,4.14574706185009,-1.45685769147414,0.849177998708416,0.030223959682497,0.102586194353656,-0.008273100095487,0.025158198265318,-8.51945204530808E-05,0.000429267577921,-1.17140459546856,2.8481194179204,-0.413641387341069,0.288945403493945,-0.041838364709299,0.071353290061689,-0.000259598325372,0.022308042787842,2.40292165769276E-05,0.000182938066548,-0.048196767669877,2.25812970242016,-1.77365965001723,1.3570952207605,0.010175276471761,0.106596503481015,-0.026195624570396,0.023724538118644,1.60194787324644E-06,0.000309342936928,-1.71327337096719,1.91415803321598,-0.161416811101577,1.60619815117114,-0.03003247061609,0.041015893775154,0.009946753512617,0.0863892740879,-2.52306790036314E-05,0.000366585391503,-0.809799040065092,1.27748169759927,1.06978326685288,0.894761328476749,0.001527590992954,0.084261518976262,0.021861544839239,0.041617205833363,-3.24394444332403E-05,0.00019689301427,0.381534941056195,0.039369343120835,4.68113667357202,0.985070033947002,0.006436283097548,0.009868125515644,0.090542851984845,0.107311233964491,-0.000237889259177,0.000274942981313,4,pattern-length-8
-3.2515094981474,2.32647605772564,-0.480820150936351,0.35224078904138,-0.076811000412586,0.052567569289915,-0.012178636064717,0.009521396901985,4.8058472719847E-05,0.000644986494738,-6.42395932066674,0.999700114158763,0.16086129581227,0.459833670757992,-0.112912836921806,0.298785707851935,0.011576281836839,0.02924590816452,0.000163398683071,0.000365117623628,2.57811420869062,4.11537445129048,-1.18065843225163,1.23336987364094,0.032335589838763,0.101525904110927,-0.009472675989468,0.029884144402806,-4.32525938227374E-05,0.000448151083982,-1.5722586813534,2.48270343318727,-0.179580361758961,0.645507467469676,-0.045247577323518,0.060076332100666,0.009703785720878,0.024775125969261,3.87543229495778E-05,0.000127631162412,-0.029145658405778,2.41332201870453,-1.9503387002384,1.38504032514739,0.016702661418952,0.093584232887077,-0.017919643802489,0.037293123555214,-5.28642798171324E-05,0.000229438141786,-2.5505227641899,1.40598148101967,-0.867905432436647,1.97126481179629,-0.024538468147821,0.048454413577506,0.016634306575306,0.083554150605348,0.000100922716015,0.000402917756044,-1.5893753416398,0.560683629552125,2.45373428569121,0.071637542316898,-0.015363517517037,0.082957949437772,0.039730019222906,0.07618962419542,-6.84832715812851E-05,0.000405980022155,0.509386260836732,0.422262668724467,3.54976375804228,0.672944877466199,0.011994168241406,0.010735152189752,0.055268952260793,0.075946463079734,-0.002322183898194,0.004554731498599,4,pattern-length-8
-2.01526746562883,2.77122628772422,-0.307319865507238,0.361295176683133,-0.06766829661157,0.078767532250814,-0.007557487267799,0.011165194364232,2.97088796893756E-05,7.27715960687049E-05,-7.59576539432301,0.324752316871091,0.289725359748392,0.115698077448981,-0.216650906731101,0.344596805525562,0.010927536908318,0.001842332375666,0.000230680603315,0.000326231637784,2.56341090322543,3.60904845644236,-1.11893751641282,1.12576610154791,0.010751749198742,0.099574315612147,-0.00697832406893,0.022613763038217,-3.50140025369635E-05,0.000374117779031,-1.029717613669,1.92067804076792,-0.221096070874639,0.215149158625015,-0.040041896062975,0.056559944888948,0.000994619849408,0.017566174463962,6.38490652336794E-05,0.000259496483957,-1.04571634180406,3.22961919691107,-1.54811331805061,1.58157044402588,0.019524922317287,0.178151630911104,-0.030543098606453,0.027169665256257,-5.76701234368717E-05,0.000169016617368,-2.36816508124856,1.78722245699306,-0.174971515431124,1.0202473709161,-0.036895456979569,0.033205389048051,0.011592310599665,0.025856344718107,1.30718946456909E-05,0.000208796644452,-1.05687383343192,1.37735326641068,1.39813712063958,0.873288777494614,0.001992586806777,0.083521489660163,0.023017157835944,0.03194472292905,3.06372530758381E-05,0.00026138964703,0.088036219278971,0.006650885086615,2.56100082397461,0.992378231094716,0.002604166666667,0.004514208454507,0.058102607727051,0.206216774743678,-0.001348039339064,0.001906415515916,4,pattern-length-8
-2.65001424153646,3.73278311833885,-0.324705759684245,0.427472832967193,-0.079720713825512,0.120325392881356,-0.006855166313145,0.018232695933927,0.000168019723074,0.000132751328481,-7.00166376899271,0.542194036986411,0.18540864832261,0.087461711995411,-0.19465513790355,0.339071469771913,0.007272159352022,5.22679256273503E-06,0.000482987283784,0.000356815684348,2.44084821027868,4.34908729524151,-1.44758009069106,1.38208363751756,0.050593935556478,0.097704581534669,-0.01710711960974,0.024901293383915,-9.37139505849165E-05,0.000609651191107,-0.414757148892272,2.48943662146248,-0.249019548004749,0.639238812891396,-0.033474956370922,0.09925520012238,0.005083312533627,0.035211087624728,0.000104126636109,0.000426340955983,-0.825946737738217,1.92919074159129,-2.14476184283986,1.35252697626835,0.0121740643644,0.099857774569695,-0.0241278758511,0.027752044586606,1.80219135740224E-06,0.000303643458839,-1.56014899958193,1.57934314122904,-0.664787766201044,1.88221882620246,-0.024737511539129,0.030883139494953,0.012650822456504,0.071429956801966,8.00973936623218E-05,0.000409449697361,-1.004947718452,1.27819601462695,1.57429204267614,0.408957668303166,0.002739839101126,0.078815674702984,0.017771393885662,0.043903683532332,-0.000118944629589,0.00025637851802,0.280144214630127,0.096653850403487,1.75022888183594,0.528236904805466,0.006618738174438,0.021442040592523,0.043022155761719,0.126872129261434,-0.000490196107421,0.000693241983337,4,pattern-length-8
-3.68620479808134,3.8331076223199,-0.250367647058824,0.26735632733667,-0.081920379426567,0.182805583714092,-0.0027253639213,0.019113734635463,0.000179175133335,0.000247158591121,-6.33796607746798,0.957493968848731,0.376254811006434,0.002206154472265,-0.176903612473432,0.369866234098813,0.011806712431066,0.01642144353802,0.000115340246874,0.000163115741416,2.40426650234297,4.16218992472474,-1.30836408278521,1.33710065921389,0.028586593122493,0.108721433184574,-0.010409643768302,0.030368950927863,-3.60438271480448E-05,0.000486850141204,-0.700922348920037,2.20002501139967,-0.36419677734375,0.268392027560553,-0.036915432623101,0.071782286055459,0.000471682697019,0.022833005235746,9.01095986859325E-05,0.000409297619379,-0.172870472790723,3.03858221563447,-1.53430249219272,1.1302706237578,0.004737201146488,0.131378013928726,-0.01254829935924,0.023690598598919,4.06312432518617E-05,0.000415005483173,-2.17293689631614,1.37116147228607,-0.449197560799222,1.38559340009207,-0.031257335466733,0.019482661848073,0.012457207294602,0.064506502299111,9.26841269521152E-05,0.000333151791774,-0.718323838477041,1.08234241715628,1.18730255825068,0.805866643926125,0.000783540431649,0.068845555953858,0.017910182865617,0.04410134350158,-4.80584361973931E-05,0.000286995790815,-0.243556060043036,0.092254786253913,2.5311159620098,0.649053010446232,-0.003485545223834,0.006727028946064,0.022878235461665,0.106542120799818,-0.000275134592312,0.001240375698571,4,pattern-length-8
-3.68620479808134,3.8331076223199,-0.250367647058824,0.26735632733667,-0.081920379426567,0.182805583714092,-0.0027253639213,0.019113734635463,0.000179175133335,0.000247158591121,-6.33796607746798,0.957493968848731,0.376254811006434,0.002206154472265,-0.176903612473432,0.369866234098813,0.011806712431066,0.01642144353802,0.000115340246874,0.000163115741416,2.40426650234297,4.16218992472474,-1.30836408278521,1.33710065921389,0.028586593122493,0.108721433184574,-0.010409643768302,0.030368950927863,-3.60438271480448E-05,0.000486850141204,-0.700922348920037,2.20002501139967,-0.36419677734375,0.268392027560553,-0.036915432623101,0.071782286055459,0.000471682697019,0.022833005235746,9.01095986859325E-05,0.000409297619379,-0.172870472790723,3.03858221563447,-1.53430249219272,1.1302706237578,0.004737201146488,0.131378013928726,-0.01254829935924,0.023690598598919,4.06312432518617E-05,0.000415005483173,-2.17293689631614,1.37116147228607,-0.449197560799222,1.38559340009207,-0.031257335466733,0.019482661848073,0.012457207294602,0.064506502299111,9.26841269521152E-05,0.000333151791774,-0.718323838477041,1.08234241715628,1.18730255825068,0.805866643926125,0.000783540431649,0.068845555953858,0.017910182865617,0.04410134350158,-4.80584361973931E-05,0.000286995790815,-0.243556060043036,0.092254786253913,2.5311159620098,0.649053010446232,-0.003485545223834,0.006727028946064,0.022878235461665,0.106542120799818,-0.000275134592312,0.001240375698571,4,pattern-length-8
-2.4685074301327,2.92856946981544,-0.407596139346852,0.460683141053442,-0.071883042928394,0.067268301523181,-0.010273354551234,0.011875027626765,5.44662642128327E-05,0.000581349522986,-7.13270782021915,1.34243277874582,0.105333664838006,0.326539422583197,-0.193233265596278,0.441077202251126,0.010507247027229,0.025957936573788,0,0,1.70237157032335,4.26877070513918,-0.967644149029655,1.51171579748935,0.039714063772377,0.110241337125379,-0.017318152635865,0.031077186133955,2.78221611635745E-05,0.000225017397051,-0.956844105440028,2.86249239088084,0.035447513355928,1.05024457524451,-0.041521074770965,0.084783985880655,0.013037491101386,0.037712034063625,5.60681755636253E-05,0.000451365692413,-0.65031346553514,1.59561116424937,-2.76996064386448,2.0045895676392,0.010279424109202,0.096052629505861,-0.037711774365948,0.04738310009543,4.11929453120512E-06,0.00044684378517,-1.29985300232382,1.61505200124826,-0.770279351402732,1.9020332059252,-0.029418819348705,0.034827088597718,0.01186598667224,0.101068626618338,9.37139505849165E-05,0.000415507993732,-1.4509555942872,1.62299101332595,1.79349927341237,0.752060455615243,-0.000668275224812,0.108981780067391,0.018209173605104,0.070553051123425,-2.88350617184358E-05,0.000368947162074,0.493325897291595,0.056748394512431,5.12721201578776,1.1853353102099,0.006854907252247,0.010979229485757,0.084291395541568,0.101436239367419,-0.000565167294596,0.000893793987808,4,pattern-length-8
-2.79911099602194,3.66731377923682,-0.177594263413373,0.22321406017447,-0.093150532501379,0.129181293076311,-0.003847373051627,0.014452877681602,4.20992273618193E-05,0.000249649158542,-7.3782600515029,1.15630936031767,0.708248362821691,0.110825624087767,-0.205019558177275,0.434480109765751,0.024581684785731,0.02091054899899,0.000122549012303,0.000173310475255,2.70626144103188,4.12469727858259,-1.65178925213329,1.22594508452598,0.035086463704429,0.103870886544118,-0.011887985642281,0.027162577738923,-4.98060156954801E-05,0.000460249662977,-0.864941846560809,2.84201699306913,0.035227739920024,0.694568488960147,-0.035210941877434,0.093392149508645,0.007686446838578,0.031199586607412,2.46700179440523E-05,0.00047762124456,-1.48596690569474,1.40640708937058,-2.14805039549186,1.51351962155171,0.001165890499086,0.119277366553927,-0.03765757979452,0.031096696943075,0.000183204584049,0.000489819338983,-1.23721812680261,1.55139957684901,0.196817544267352,1.38463757216263,-0.032397777923541,0.03275510253017,0.017894332868125,0.036679548366367,2.88350617184358E-05,0.00034148554142,-1.90138147859012,1.09948602347714,2.07646246517406,0.372263639266354,-0.011120894375969,0.122456752769135,0.027507781982422,0.085387233728162,0.000122549012303,0.000555340132332,0.503389620888826,0.091159563028883,4.17009628779209,0.76822531723462,0.005179717529953,0.011904873477917,0.058424316596122,0.068156606208112,-0.000493745042967,0.001281133453536,4,pattern-length-8
