meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,user,length
0.694897738747796,0.504933442881496,1.38889841165465,1.13761737531807,0.002790127728125,0.005912327318893,0.005114604389469,0.01354466773266,0.229804745939569,0.261793883772089,-0.133247024812011,1.29682679066801,0.00092513692045,0.014643778800684,-0.002879302620021,0.032135757607662,-0.434976946494313,0.57792124755551,-0.211111567275796,0.30111819839994,-0.004790821092591,0.008405808909272,-0.000885974788465,0.018613772382051,-1.2934136440912,0.479293857063902,-0.030056769371496,0.02498841603412,0.001284472430274,0.019799947743758,-0.000271835152294,0.001327936799884,0.270709331589516,0.642235033395932,0.416651046354007,0.42382196475805,0.00208145362467,0.007690169990036,0.001583422126618,0.004828768165959,-0.253741824478177,0.875910365559505,0.204739768832338,0.369825134599156,-0.003145949353441,0.01349843775468,-0.000402311061947,0.011640827924314,-0.208269205771477,0.350662336587403,-0.804516655860297,0.616774340986987,-0.000283047476939,0.013953363968782,-0.00113006933563,0.009393839431838,-0.011226395659693,0.021522424257546,-0.356440957702994,0.227627483629468,-0.000147955706393,0.00115035709576,-0.00078758581004,0.011547378641696,1,pattern-length-8
0.507474202606407,0.29820287273434,1.03971910805589,0.660430413598602,0.001806758987135,0.006809882053212,0.003833136188674,0.011242635010077,0.093524287445377,0.171761190139433,-0.206063122672831,0.764940789298681,-0.000140995421322,0.003928539979573,-0.002975259825334,0.010402213904726,-0.426602774511723,0.521003912155352,-0.201934612313114,0.303647768729951,-0.002475014726357,0.005870867380471,-0.000816265428976,0.013919773929773,-0.804139591555832,0.116893713884687,-0.015391124698543,0.024821807400421,-0.001879876823642,0.008218515359481,0.000241268345848,0.001650662027929,0.210434731740153,0.637004958720599,0.470616107447835,0.503505572611529,0.00090070982612,0.012596518900347,0.001358585504284,0.007359654643868,-0.204865832352078,0.667776786604615,0.151511863951516,0.222984387795813,-0.002156569767102,0.008436776637919,-9.08040393867393E-05,0.005119613759141,-0.270878025438812,0.312180620851162,-1.02770532408056,0.781358875203582,-0.000637890760712,0.009401792539785,-0.003202305747664,0.013840164904582,0.05306603606797,0.035058028869012,-0.79765708433753,0.38025331377957,6.97807146610113E-05,0.002713185952237,-0.003905291262184,0.028491011711854,1,pattern-length-8
0.587671922847806,0.2856954044386,1.17507915387671,0.599684546942011,0.000914476488478,0.003572889247673,0.001415668908468,0.008631633021063,0.077753707332691,0.17989320021157,-0.274754596681387,0.82836421160141,-0.000134483470334,0.007163347523298,-0.001879587849203,0.018064677172414,-0.556635449886039,0.415445328948381,-0.214596650094697,0.371762435892216,-0.003939913012607,0.006005144965552,-0.000499856055852,0.017096959075043,-0.873869010683899,0.133415358818078,-0.057257317391734,0.071581111420448,-0.000943325036555,0.009943601633512,0.000247418175747,0.001367991812987,0.220397328905456,0.76697670220863,0.560314054030148,0.560839187805986,0.001325265662509,0.013101429639608,0.002506983897324,0.009785825898504,-0.201309316098546,0.864058305702791,0.149159285361454,0.311319966363456,-0.004242241275059,0.018456973442919,-0.000151112097215,0.011652734570049,-0.218952723753449,0.368678559599917,-0.991785466444637,0.730322420632424,0.000410959043307,0.011436777735751,-0.002494347613422,0.011965225206713,-0.035747609673974,0.042374404606327,-0.674722992233485,0.367190196640017,-9.55779532437528E-05,0.001793139191369,-0.004145699787694,0.025442297324517,1,pattern-length-8
0.570928946578354,0.298645247850023,1.11678159445152,0.538463382907956,0.000599250027803,0.005498741438121,0.000547445227704,0.009144587693998,0.095970263253265,0.189770193291972,-0.232567229180676,0.848654506380735,5.36576002466817E-05,0.006780180262712,-0.002342660304296,0.021102049299542,-0.597659450621496,0.47112683085408,-0.336484933380039,0.261612091366818,-0.004955311112152,0.004771298771716,-0.000464086041466,0.013571264168408,-1.40308137305493,0.208433545407125,-0.011772726946336,0.074268212864352,-0.006834166709432,0.03172742136388,0.000332320409304,0.002450677999629,0.329353535758502,0.48238721813521,0.559826313516697,0.4284071232839,0.002023762605389,0.007589769408788,0.001416405415277,0.00600757394638,-0.212773846026816,0.695299506623362,0.155088047292781,0.269668988674276,-0.003325615154566,0.009061810939959,-0.000968370113468,0.005297384327293,-0.233821966025687,0.368346566433582,-0.977355407482414,0.808361297191146,0.000480771134565,0.008015186665047,-0.003090547223571,0.013025399327976,0.003011019542964,0.052740511746619,-0.562524420408996,0.35968217793614,0.000497140380037,0.002812684522911,-0.000751314280767,0.015441765837874,1,pattern-length-8
0.449660998637082,0.272681178085219,0.9374799555714,0.510075627932427,0.000291770400646,0.005181435226972,0.000741238729737,0.008719067467099,0.071595302074823,0.164324669735293,-0.266551292209395,0.831495881605627,-0.000468438826805,0.003738715841156,-0.001686131037606,0.014261409938723,-0.598779330420763,0.651091010170474,-0.413368867680351,0.261283551973079,-0.006522077429396,0.009128081406526,-0.001823113316143,0.014174150675398,-0.939898284162187,0.252663153581346,0.00340208810797,0.029995541798602,-0.004197949184799,0.024253501210051,-0.000173316695014,0.001685387467506,0.278534383428146,0.708386747819699,0.617458491741867,0.587382147914769,0.003465798117251,0.010173359482543,0.003906758960839,0.008485874785946,-0.205922637992615,0.671689041554172,0.213981990662759,0.24905494190506,-0.001884206886764,0.010793009081621,0.000331080333472,0.009395181007354,-0.259979220147626,0.359413304043863,-1.33985837200621,1.01099339568701,-0.000525745715536,0.015668848739035,-0.004786825587895,0.012234044390805,-0.040132483484061,0.098182535972688,-0.770357570546196,0.374903915508614,0.000888098080938,0.004216238582264,-0.009265438379717,0.035293763705013,1,pattern-length-8
0.600136049904902,0.333053107049863,1.22095971760076,0.704710949337071,0.001832362440804,0.007003916529245,0.004612110646565,0.014044106689145,0.167707790367956,0.240361745044826,-0.234211191051571,0.992503588127571,0.000447046897347,0.009065823359661,-0.003311549032223,0.022596067228648,-0.573973575802835,0.677355197460241,-0.268596908016284,0.453589655537836,-0.005713666190376,0.008190939523042,0.001372008283302,0.012706704562238,-1.37081022211575,0.453801823789524,-0.049806395613999,0.043174319270949,-0.001152720381311,0.020835970427627,-7.42934367643534E-05,0.002478968697012,0.255631983835028,0.557953647965002,0.370923758104012,0.425763298879,0.001760770831535,0.005442634049655,0.001582003508608,0.003773241045102,-0.322755356400419,0.892565202968503,0.202440242693968,0.24403419168473,-0.00367099937992,0.011819883358277,-0.000565018424205,0.005950243803034,-0.201657386845636,0.360324280400543,-1.24088384555108,1.00514082926184,-0.000558408677423,0.015914938978828,-0.00498098628182,0.014455388603952,-0.01570974650848,0.037680758381497,-0.717544972328703,0.272870553557441,0.000376286196203,0.002136716692388,-0.003712227575248,0.020290786899386,1,pattern-length-8
0.489171524572409,0.26622117269911,0.998710337199214,0.545297669168591,0.000331777466681,0.005212064157345,0.000794748442362,0.009221291167442,0.047906680741915,0.100986168708873,-0.217176974026635,0.74824903596379,-0.000134231873132,0.003648549597833,-0.002800708482092,0.015018267638812,-0.481919508713942,0.544295447947759,-0.375532611871508,0.38578777473839,-0.005086825467224,0.005646778351301,-0.000689825233834,0.022374968593034,-1.36896619080883,0.127643705677276,-0.141471920213645,0.073837473025728,-0.009642151380007,0.034421272851431,-0.000661505339245,0.002120271532994,0.165571302526137,0.642660003807461,0.309266496293564,0.436093862187852,0.000826386455493,0.013370375498251,0.001512339266257,0.004509555128634,-0.249396068942849,0.721739198400109,0.20266887360577,0.354600778360293,-0.002480281102098,0.009892788357689,-0.001182493386511,0.007699612405278,-0.131408576801003,0.509669116735093,-0.999995212928921,0.700559214128107,-0.001111595726477,0.014182354984641,-0.003022119877352,0.011670077425671,-0.141040110363437,0.070262023461624,-0.97000952878414,0.269372243280966,-0.00020254407608,0.003095965303833,-0.007933652305597,0.031873437763037,1,pattern-length-8
0.703095751721024,0.38863228221447,1.44828558665121,0.859391480975128,0.000977382660538,0.00783823821925,0.000813433592247,0.014679157920201,0.074120985941994,0.254818571889995,-0.23693357574903,0.797468868791072,-0.000510925999929,0.004435550144946,-0.002722381695666,0.008509525935083,-0.573936468295518,0.445874709926773,-0.236789696569324,0.292662482013649,-0.004073036557985,0.00439394682041,-0.000308321115936,0.010401466095529,-1.17037975983225,0.103984186986722,-0.01899053845292,0.028245252169376,-0.002798157261551,0.01255778764445,-0.000232315092236,0.00121186117712,0.296187405832736,0.727719175069952,0.470119581715521,0.638406968530619,0.002045802102816,0.011748628339873,0.003098625918695,0.006521613268242,-0.259761710175431,0.812899602101147,0.145704829034108,0.360936821882705,-0.00305125976828,0.011473339607598,-0.000789324466333,0.00673756538941,-0.270612666391948,0.280360638010351,-1.04004321110406,0.954033120361929,0.000185337211517,0.008100638613433,-0.005342943768719,0.012113595938552,-0.044741309262852,0.104006278952792,-0.782255344424868,0.504543180456845,0.000207881637862,0.005864485963031,-0.003311694253956,0.034575760329528,1,pattern-length-8
0.74115018838938,0.353680345323694,1.62098794394282,0.773522145423501,0.001661579711448,0.005232500366869,0.001057949470256,0.012357239000206,0.118978883908263,0.357078114338808,-0.208343321940519,0.940697906011578,2.694545975212E-05,0.012391691672921,-0.001759643199442,0.018855386771486,-0.443818267117675,0.506461581439953,-0.182168148964575,0.203068738644599,-0.003341389981586,0.005564693845552,-0.000615491311743,0.009657697544527,-1.30230767325426,0.077517100941528,-0.033069443380651,0.064434479351055,-0.008608527786925,0.027744628799688,0.000193622781856,0.002729231478633,0.302354683803317,0.802201685161791,0.633584874576803,0.683795412809937,0.00354793375359,0.01030990617844,0.003850100524967,0.009153811347454,-0.252380460058021,0.792474632737341,0.050521184959419,0.378796398447112,-0.000932962706707,0.01470417081451,0.000304890018323,0.011974776590292,-0.231504442968415,0.285466447449687,-0.970930789964362,0.821304125442319,0.000362462814841,0.006234372491199,-0.002495377060796,0.010957823136059,0.303012617289458,0.114037359086971,-1.41295260202803,0.506731876351475,0.00438035325261,0.008429419093112,-0.019655794804474,0.049687795451355,1,pattern-length-8
0.402530072510683,0.2306107681109,0.816759581598642,0.485479177642227,0.0012152385986,0.005467523609149,0.002208538138138,0.009503781233522,0.123567887032521,0.187531925579762,-0.21738813866056,0.773843372047365,-0.00056253598145,0.003895531692884,-0.00265863280233,0.009287036542163,-0.401895701492571,0.389794550579116,-0.114035767140818,0.286828660670629,-0.00119887335279,0.004582468792011,0.000321995021568,0.005646161745541,-1.30522866682573,0.204164738612436,-0.009693050554517,0.091105791256768,-0.008630918062656,0.019975149149049,8.18989095156034E-05,0.002366912859841,0.215838873409656,0.715518958224111,0.475651942350982,0.594995825904117,0.0006748314495,0.01549318266699,0.001992238369574,0.007936877894142,-0.209044466115007,0.737877236258203,0.136458425810843,0.209693016150653,-0.003290315411721,0.009451115389191,-0.000477072994276,0.006447679137423,-0.19639289171245,0.337504024923739,-1.01345227432281,0.703787643891907,7.81057411332892E-05,0.008082020647663,-0.002106549268726,0.011209749407544,0.060405494907536,0.088356580604896,-0.674615867918471,0.183207864741472,0.001370844960625,0.003159870037922,-0.003644993543694,0.014364709994791,1,pattern-length-8
