meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,user,length
-0.123625953812405,0.147637529689492,-0.6356290236399462,0.5741691376411603,0.00028726749863769457,0.005709396495955622,-0.00151367491399741,0.01889046073267394,0.5437427776215842,0.3395326989151222,-0.525781077389264,0.2725254587125767,0.0043915641590227044,0.005955103489191426,0.00022501888381759006,0.014904884856451622,0.26817493064730774,0.41552167111066163,0.778884947533701,0.5115698061426,-0.0004882899672652336,0.015588203915762823,0.004610898062982086,0.008628520410189989,0.012871833533059002,0.062420193768839255,0.4318619411746012,0.26855475647947336,0.0009679365713598638,0.003446124630148225,0.0005218905324356575,0.017984842327285065,1,pattern-length-4
-0.12620326450892858,0.25224772483001684,-2.104501483821067,1.4628610359138083,-0.004422079549234101,0.010533634680752276,-0.017559500923854436,0.04563152314270125,1.8463820806995235,0.9949469479670521,-0.9943194324614235,0.9677879826772461,0.0029929654218111713,0.029790395451641916,0.0025808528156904976,0.034557026746868835,-0.08992247487984452,0.18921098558585667,3.0996045879289214,1.1980948948783068,0.0017122556868996448,0.010606278869827691,0.04014652960578188,0.038144348070412816,0.07247606165268841,0.06641507596306723,2.060110832663143,1.168571830140098,-0.000013152290793026332,0.0047715512450361205,-0.0017664180082433366,0.11371204204537474,1,pattern-length-4
-0.20538627400117762,0.3189309252825641,-1.7192084368537452,1.986229823254842,-0.015037672192442652,0.040332395570201976,-0.09440847783306845,0.18588698822145033,1.1610730115105126,0.6445666534692802,-1.4171818284427418,0.9187655047649936,0.01751448007809662,0.01290036956199004,-0.002746153042803174,0.06955563242351903,0.7899498353029956,1.134752867656286,1.5758065004399753,1.3578884574469239,-0.0018204429232875458,0.051315098808687565,0.015380474710359476,0.02157955396679956,0.1270318374135136,0.14071451312960723,2.93073818730373,0.15862082817225806,0.0055111478448418285,0.005214234547183761,0.06368275854689302,0.10595865929630029,1,pattern-length-4
-0.06781864286673189,0.1988527386321115,-1.5936672232792766,1.3539290703592963,0.001341459156057529,0.011835555608363628,-0.017512761831138583,0.03750342315211678,2.2075641183292167,0.8841340014122581,-1.8384431726792283,0.6991315731941167,0.035827969102298504,0.02000789093260474,-0.008993462955250454,0.08079352545869027,0.8007742688546771,1.3873547401259203,1.876421635446985,1.8617575034471279,-0.007385207707494189,0.06314947198239965,0.0300447379841524,0.04661741952552956,-0.13204925387513403,0.17430695616234512,2.522018686930339,1.082916870124173,-0.00435038638637415,0.009454252837217713,0.013622936602969754,0.10813773759466916,1,pattern-length-4
-0.5303521997788373,0.576905434064672,-2.2430051915785847,1.592827825986852,-0.0043286504347757266,0.04366647556664865,-0.04587385698303545,0.053360288829055635,1.9420396642747266,0.6892678549663862,-1.4773646585302416,1.5759779096743864,0.013881745589599846,0.02561013322485359,0.005171966571067212,0.0890684285434614,0.7875521603752585,0.589104328635647,3.9536193959853225,1.6369129562616795,0.0032818177167107075,0.05763242930905616,0.09002578959745519,0.040809007986130526,0.0033192354090073525,0.0878831408128975,5.0451211368336395,0.3451832049833098,0.0019253529479346886,0.007616332785487214,0.141207051524654,0.24030671619044797,1,pattern-length-4
0.008565071029880453,0.18378811688826321,-3.0652120736929085,1.3777644106368732,0.0036589138787343958,0.012077140164004397,-0.07811750884748932,0.08438090419639087,1.1242902294483061,0.3126677014978588,-1.2155293234033524,1.07071438775936,0.006677009334292883,0.017019831073844846,0.0016117685348059042,0.059681863085364203,1.0810046227149714,0.7447249820279589,1.2757408790339053,0.8514002419878409,-0.0024624912154899118,0.04433721039447665,0.02237832092496351,0.031934717287131764,-0.5135641615854668,0.6282536563243994,4.02379340607656,0.4907549875402741,0.004103052622465366,0.04825336999233796,0.049485917925231784,0.13988632788052444,1,pattern-length-4
0.08203202064591225,0.14208362760625912,-1.5928283074889522,2.7588595563048073,0.010254002580739031,0.01776045345078239,-0.19910353843611903,0.3448574445381009,1.9153487554083162,0.5961116189654219,-1.0639308183381404,1.8698977870378473,0.00944533787899287,0.030047670858874075,0.006121976567283361,0.08476068408730993,-0.11258604012283625,0.6042239973272484,3.0768794639437806,0.681850220434689,-0.007872421573740114,0.02753784276677838,0.03642262499500174,0.04755999557641119,-0.21131567861519607,0.47765831541827264,5.410561206294041,0.5178305994796699,0.006154827043121937,0.03976914494479579,0.11045714920642329,0.15317664844868106,1,pattern-length-4
-0.07860784194048713,0.16922488025031934,-1.5063846777169676,1.4134898907463764,-0.00615451391349775,0.023220563905667884,-0.06556902983529521,0.12562541876717087,1.5998623150737348,0.6819201772296956,-1.7415568568125492,0.9081611700261694,0.01903936966657049,0.011955215204423383,-0.0027821844188635485,0.07215978636581637,0.8742770026711856,1.507025623817618,1.4933818742340685,1.3014528424521827,-0.005838277018193967,0.051842748015879805,0.016953038234336703,0.013443865120098921,-0.26397109985351563,0.3305130638184572,4.718419063792509,1.1129285635006578,0.002572064020229457,0.022725538400927905,0.07185168909779056,0.08163463924673597,1,pattern-length-4
-0.32055915704294413,0.27221159884281604,-1.5551128868295367,1.1776324850374773,-0.0016296301746038416,0.021353013554214047,-0.022756229811709414,0.03584579232122774,1.0141621240123901,0.5147752340604896,-0.7421384440288286,0.6896365904155232,0.004590021158299104,0.01123781217627561,0.0004790926474600925,0.040152234116930634,0.41754467347088986,0.45869312018400205,1.4861003651338465,0.890584658344351,-0.0012949963273199095,0.020549841316509533,0.012145958969749794,0.011655034083515724,0.013365951238893992,0.4225395870862287,3.9969527899050243,2.240160886322631,0.008308174260897343,0.019209718101834677,0.09012765675405043,0.07687244223608265,1,pattern-length-4
-0.10092273412966261,0.09822498504802715,-1.333383305511332,0.9363881368638438,-0.0014716612561781236,0.0033173077582942644,-0.010366297060685687,0.02605769348230445,0.8452959434658873,0.7708451429348043,-0.5517899008358228,0.27804871187299396,0.006799603429770112,0.009768971591574058,-0.00043712993256635955,0.021056107041497036,0.3806947944990171,0.4953694673424079,0.9191742691339232,0.7954181115376917,0.0001628983712847173,0.022652510764560974,0.0036459237692311177,0.016215648378211413,-0.13440202264224782,0.09791316857939507,0.9924149606742111,0.20484938812494116,-0.0003154553137848532,0.004999339731607522,0.0051571412619972464,0.02807100110076588,1,pattern-length-4
