timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,timeBetweenTouch,timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,timeBetweenTouch,timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,timeBetweenTouch,timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,user,length
429265829,429266075,246,140,145,915,429266990,429267225,235,121,134,883,429268108,429268346,238,137,123,575,429268921,429269175,254,114,129,11,pin-length-4
429277144,429277405,261,139,148,1065,429278470,429278718,248,114,136,875,429279593,429279835,242,130,129,634,429280469,429280687,218,118,136,11,pin-length-4
429287608,429287880,272,116,134,991,429288871,429289107,236,130,141,1512,429290619,429290866,247,125,128,667,429291533,429291751,218,123,143,11,pin-length-4
429298454,429298754,300,118,136,773,429299527,429299801,274,127,134,974,429300775,429301033,258,123,135,635,429301668,429301904,236,126,145,11,pin-length-4
429308775,429309092,317,124,129,757,429309849,429310165,316,128,135,1778,429311943,429312217,274,132,123,741,429312958,429313238,280,127,132,11,pin-length-4
414516704,414516760,56,69,121,210,414516970,414517035,65,81,67,310,414517345,414517402,57,100,103,93,414517495,414517562,67,93,136,12,pin-length-4
414579548,414579629,81,77,124,210,414579839,414579887,48,81,110,302,414580189,414580271,82,67,70,94,414580365,414580446,81,84,125,12,pin-length-4
414585624,414585706,82,104,123,143,414585849,414585899,50,87,53,267,414586166,414586256,90,81,110,78,414586334,414586406,72,97,153,12,pin-length-4
414592193,414592267,74,73,127,159,414592426,414592517,91,108,88,268,414592785,414592875,90,69,80,93,414592968,414593034,66,66,98,12,pin-length-4
414598903,414598977,74,96,105,184,414599161,414599210,49,95,97,285,414599495,414599560,65,71,83,102,414599662,414599736,74,76,118,12,pin-length-4
414605706,414605796,90,70,128,176,414605972,414606055,83,116,135,267,414606322,414606404,82,58,74,76,414606480,414606571,91,81,114,12,pin-length-4
414611833,414611914,81,80,124,151,414612065,414612132,67,99,99,251,414612383,414612473,90,47,76,92,414612565,414612640,75,74,112,12,pin-length-4
414618101,414618175,74,80,119,184,414618359,414618442,83,101,95,359,414618801,414618891,90,68,90,102,414618993,414619066,73,76,104,12,pin-length-4
414624311,414624402,91,50,133,150,414624552,414624644,92,138,109,251,414624895,414624985,90,80,80,77,414625062,414625151,89,78,85,12,pin-length-4
414630430,414630511,81,81,114,169,414630680,414630746,66,111,70,301,414631047,414631146,99,79,86,75,414631221,414631304,83,75,127,12,pin-length-4
414636199,414636272,73,71,93,193,414636465,414636547,82,75,73,268,414636815,414636897,82,92,93,85,414636982,414637047,65,115,128,12,pin-length-4
414525673,414525713,40,101,104,302,414526015,414526089,74,87,90,326,414526415,414526497,82,113,89,101,414526598,414526672,74,96,123,12,pin-length-4
414642135,414642182,47,88,129,159,414642341,414642391,50,135,103,276,414642667,414642740,73,106,99,102,414642842,414642916,74,100,82,12,pin-length-4
41200203,41200252,49,70,123,227,41200479,41200536,57,76,101,292,41200828,41200877,49,82,112,293,41201170,41201210,40,81,99,12,pin-length-4
41202136,41202178,42,107,104,200,41202378,41202452,74,105,42,286,41202738,41202778,40,120,135,118,41202896,41202946,50,134,116,12,pin-length-4
41203847,41203904,57,96,79,158,41204062,41204113,51,96,50,217,41204330,41204379,49,103,90,94,41204473,41204531,58,101,76,12,pin-length-4
41205304,41205353,49,96,84,151,41205504,41205561,57,104,117,218,41205779,41205845,66,105,109,103,41205948,41205996,48,99,96,12,pin-length-4
41206730,41206771,41,84,77,152,41206923,41206987,64,95,75,259,41207246,41207287,41,118,89,110,41207397,41207438,41,114,111,12,pin-length-4
414533325,414533382,57,77,82,310,414533692,414533766,74,93,99,251,414534017,414534091,74,94,99,93,414534184,414534250,66,110,150,12,pin-length-4
414540194,414540309,115,79,151,260,414540569,414540634,65,112,91,261,414540895,414540968,73,85,142,92,414541060,414541109,49,97,159,12,pin-length-4
414547479,414547512,33,100,109,317,414547829,414547903,74,104,98,277,414548180,414548220,40,68,81,134,414548354,414548387,33,119,86,12,pin-length-4
414553806,414553855,49,85,116,218,414554073,414554147,74,111,142,259,414554406,414554496,90,83,72,77,414554573,414554656,83,104,119,12,pin-length-4
414559892,414559948,56,94,80,235,414560183,414560266,83,101,103,284,414560550,414560624,74,76,68,92,414560716,414560783,67,99,98,12,pin-length-4
414566135,414566209,74,63,113,184,414566393,414566443,50,72,86,309,414566752,414566833,81,68,60,85,414566918,414566994,76,81,122,12,pin-length-4
414572304,414572394,90,76,119,176,414572570,414572638,68,99,87,299,414572937,414573019,82,92,62,94,414573113,414573186,73,96,115,12,pin-length-4
83803448,83803573,125,89,110,165,83803738,83803878,140,105,89,230,83804108,83804222,114,82,83,418,83804640,83804772,132,162,68,15,pin-length-4
83897519,83897590,71,63,125,135,83897725,83897824,99,59,96,146,83897970,83898032,62,130,122,202,83898234,83898358,124,171,149,15,pin-length-4
83911363,83911499,136,69,81,436,83911935,83912062,127,77,118,269,83912331,83912462,131,87,58,363,83912825,83912954,129,147,69,15,pin-length-4
83930554,83930633,79,93,86,121,83930754,83930833,79,83,55,145,83930978,83931050,72,108,73,10322,83941372,83941465,93,87,93,15,pin-length-4
83949875,83949957,82,98,114,150,83950107,83950199,92,98,105,160,83950359,83950464,105,118,60,211,83950675,83950799,124,121,105,15,pin-length-4
83960244,83960334,90,86,123,185,83960519,83960643,124,82,77,192,83960835,83960939,104,103,81,222,83961161,83961276,115,156,52,15,pin-length-4
83976087,83976231,144,106,90,152,83976383,83976498,115,104,87,193,83976691,83976839,148,128,30,348,83977187,83977326,139,163,43,15,pin-length-4
83985495,83985592,97,73,97,160,83985752,83985854,102,62,98,140,83985994,83986103,109,62,100,1359,83987462,83987587,125,107,115,15,pin-length-4
84002729,84002832,103,58,71,149,84002981,84003115,134,62,56,160,84003275,84003373,98,83,118,1150,84004523,84004606,83,83,76,15,pin-length-4
84013430,84013546,116,95,73,239,84013785,84013913,128,84,72,299,84014212,84014346,134,87,111,564,84014910,84014917,7,56,68,15,pin-length-4
84022863,84022970,107,112,118,131,84023101,84023205,104,80,49,176,84023381,84023506,125,98,69,252,84023758,84023915,157,152,37,15,pin-length-4
83811594,83811756,162,95,93,129,83811885,83811984,99,92,69,116,83812100,83812199,99,58,109,149,83812348,83812458,110,141,130,15,pin-length-4
84032255,84032399,144,113,111,142,84032541,84032701,160,109,75,157,84032858,84033014,156,52,78,245,84033259,84033390,131,109,71,15,pin-length-4
156013405,156013516,111,88,74,101,156013617,156013708,91,96,57,151,156013859,156013967,108,117,83,168,156014135,156014241,106,93,57,15,pin-length-4
156016155,156016243,88,96,73,110,156016353,156016458,105,102,53,110,156016568,156016684,116,58,113,152,156016836,156016925,89,55,87,15,pin-length-4
156017863,156017942,79,107,88,105,156018047,156018118,71,70,74,117,156018235,156018326,91,65,118,143,156018469,156018526,57,82,75,15,pin-length-4
156020639,156020702,63,103,90,102,156020804,156020877,73,87,84,118,156020995,156021077,82,66,109,119,156021196,156021260,64,98,92,15,pin-length-4
156023696,156023778,82,89,119,104,156023882,156023953,71,105,70,110,156024063,156024179,116,26,134,134,156024313,156024386,73,31,112,15,pin-length-4
83830929,83831012,83,97,125,83,83831095,83831202,107,95,46,119,83831321,83831413,92,72,83,141,83831554,83831654,100,157,69,15,pin-length-4
83838607,83838773,166,101,113,294,83839067,83839282,215,79,79,347,83839629,83839792,163,73,73,544,83840336,83840527,191,174,105,15,pin-length-4
83851544,83851617,73,88,111,93,83851710,83851784,74,59,33,135,83851919,83852009,90,1,159,136,83852145,83852218,73,119,98,15,pin-length-4
83859533,83859587,54,101,89,117,83859704,83859753,49,100,97,127,83859880,83859945,65,57,118,126,83860071,83860163,92,146,88,15,pin-length-4
83866868,83866922,54,91,107,109,83867031,83867097,66,94,57,128,83867225,83867281,56,99,124,134,83867415,83867498,83,114,77,15,pin-length-4
83874848,83875000,152,107,139,478,83875478,83875676,198,112,119,516,83876192,83876317,125,172,84,586,83876903,83877058,155,98,99,15,pin-length-4
83886833,83886920,87,135,108,111,83887031,83887137,106,90,97,136,83887273,83887366,93,107,47,164,83887530,83887655,125,141,128,15,pin-length-4
44096029,44096085,56,72,66,739,44096824,44096878,54,65,65,1244,44098122,44098209,87,57,86,196,44098405,44098472,67,114,82,16,pin-length-4
44382810,44382896,86,79,72,226,44383122,44383199,77,96,74,187,44383386,44383463,77,75,62,171,44383634,44383689,55,84,80,16,pin-length-4
44406332,44406398,66,67,59,189,44406587,44406652,65,98,80,168,44406820,44406917,97,62,103,149,44407066,44407132,66,98,96,16,pin-length-4
44426850,44426926,76,72,78,426,44427352,44427435,83,74,72,187,44427622,44427699,77,76,81,169,44427868,44427923,55,48,101,16,pin-length-4
44449345,44449402,57,68,77,256,44449658,44449725,67,74,64,206,44449931,44450008,77,69,85,188,44450196,44450253,57,59,89,16,pin-length-4
44464679,44464763,84,81,72,237,44465000,44465096,96,63,79,187,44465283,44465419,136,66,105,158,44465577,44465644,67,75,114,16,pin-length-4
44481729,44481815,86,61,58,239,44482054,44482139,85,48,53,209,44482348,44482412,64,67,60,169,44482581,44482638,57,43,88,16,pin-length-4
44493747,44493843,96,82,54,230,44494073,44494166,93,80,66,188,44494354,44494432,78,74,63,198,44494630,44494687,57,84,79,16,pin-length-4
44512046,44512131,85,71,71,357,44512488,44512581,93,93,72,201,44512782,44512875,93,61,91,187,44513062,44513119,57,73,104,16,pin-length-4
44546829,44546906,77,70,69,228,44547134,44547210,76,62,66,237,44547447,44547533,86,69,64,168,44547701,44547758,57,92,95,16,pin-length-4
44580474,44580550,76,72,57,286,44580836,44580942,106,91,48,246,44581188,44581274,86,72,67,188,44581462,44581519,57,85,71,16,pin-length-4
44188511,44188568,57,83,57,221,44188789,44188863,74,88,48,237,44189100,44189166,66,74,68,131,44189297,44189343,46,86,94,16,pin-length-4
44600679,44600772,93,68,63,354,44601126,44601193,67,74,46,270,44601463,44601546,83,62,81,199,44601745,44601810,65,61,100,16,pin-length-4
44614279,44614346,67,55,67,522,44614868,44614943,75,78,51,207,44615150,44615236,86,73,62,159,44615395,44615451,56,68,80,16,pin-length-4
53831952,53832027,75,71,70,205,53832232,53832329,97,77,49,217,53832546,53832633,87,59,76,162,53832795,53832858,63,72,92,16,pin-length-4
53835427,53835498,71,71,70,237,53835735,53835831,96,53,62,269,53836100,53836193,93,87,68,198,53836391,53836457,66,85,92,16,pin-length-4
53838260,53838343,83,80,73,329,53838672,53838754,82,72,70,265,53839019,53839115,96,58,64,247,53839362,53839428,66,78,83,16,pin-length-4
53841629,53841725,96,84,87,316,53842041,53842106,65,96,49,346,53842452,53842536,84,52,62,260,53842796,53842862,66,75,90,16,pin-length-4
44225292,44225347,55,84,81,207,44225554,44225621,67,89,55,246,44225867,44225934,67,67,75,141,44226075,44226130,55,60,81,16,pin-length-4
44247419,44247486,67,58,71,172,44247658,44247732,74,87,38,131,44247863,44247927,64,51,91,141,44248068,44248104,36,48,83,16,pin-length-4
44264063,44264154,91,57,79,1768,44265922,44265994,72,74,76,1607,44267601,44267694,93,80,64,1216,44268910,44268985,75,73,54,16,pin-length-4
44286073,44286128,55,79,61,197,44286325,44286392,67,73,80,177,44286569,44286636,67,71,79,120,44286756,44286812,56,76,101,16,pin-length-4
44307528,44307575,47,74,68,240,44307815,44307868,53,68,53,200,44308068,44308123,55,44,91,143,44308266,44308299,33,58,91,16,pin-length-4
44345145,44345199,54,63,81,376,44345575,44345610,35,67,67,267,44345877,44345953,76,45,73,138,44346091,44346148,57,43,87,16,pin-length-4
44360698,44360774,76,80,67,227,44361001,44361097,96,76,66,168,44361265,44361332,67,30,106,128,44361460,44361528,68,46,87,16,pin-length-4
254979972,254980056,84,116,88,775,254980831,254980890,59,113,142,1033,254981923,254982024,101,145,89,510,254982534,254982588,54,116,80,17,pin-length-4
255081630,255081706,76,132,96,459,255082165,255082260,95,132,87,685,255082945,255083039,94,148,98,234,255083273,255083353,80,125,68,17,pin-length-4
255090794,255090870,76,114,115,517,255091387,255091473,86,120,89,791,255092264,255092349,85,133,94,201,255092550,255092636,86,111,117,17,pin-length-4
255099375,255099459,84,101,80,343,255099802,255099887,85,149,106,825,255100712,255100805,93,149,90,226,255101031,255101109,78,128,66,17,pin-length-4
255109178,255109279,101,141,98,342,255109621,255109724,103,122,88,733,255110457,255110567,110,164,99,194,255110761,255110854,93,153,89,17,pin-length-4
255118060,255118162,102,143,91,284,255118446,255118531,85,120,120,650,255119181,255119283,102,156,112,226,255119509,255119585,76,134,109,17,pin-length-4
255127656,255127749,93,135,128,395,255128144,255128247,103,136,95,475,255128722,255128832,110,127,117,219,255129051,255129148,97,140,98,17,pin-length-4
255136475,255136568,93,133,89,309,255136877,255136972,95,135,95,633,255137605,255137707,102,143,121,234,255137941,255138013,72,135,77,17,pin-length-4
255146345,255146430,85,127,107,367,255146797,255146882,85,122,92,393,255147275,255147370,95,127,106,184,255147554,255147639,85,159,67,17,pin-length-4
255157370,255157481,111,151,90,442,255157923,255158019,96,121,99,425,255158444,255158565,121,135,114,193,255158758,255158851,93,136,103,17,pin-length-4
255172601,255172669,68,124,96,650,255173319,255173395,76,119,102,977,255174372,255174456,84,130,118,201,255174657,255174738,81,135,64,17,pin-length-4
254992951,254993044,93,120,118,531,254993575,254993658,83,141,106,1027,254994685,254994786,101,149,116,242,254995028,254995136,108,145,61,17,pin-length-4
255182535,255182645,110,119,100,376,255183021,255183115,94,127,92,385,255183500,255183610,110,106,130,228,255183838,255183929,91,120,78,17,pin-length-4
10773541,10773634,93,109,93,610,10774244,10774328,84,128,95,1410,10775738,10775839,101,140,91,360,10776199,10776276,77,121,88,17,pin-length-4
10791323,10791416,93,127,93,742,10792158,10792242,84,122,78,635,10792877,10792988,111,130,91,210,10793198,10793291,93,130,91,17,pin-length-4
10797481,10797547,66,103,111,403,10797950,10798009,59,110,129,567,10798576,10798669,93,133,77,185,10798854,10798939,85,120,44,17,pin-length-4
10803366,10803458,92,118,92,318,10803776,10803870,94,117,121,809,10804679,10804764,85,110,104,226,10804990,10805067,77,103,70,17,pin-length-4
10807808,10807910,102,128,78,269,10808179,10808273,94,108,103,476,10808749,10808860,111,117,101,192,10809052,10809129,77,135,106,17,pin-length-4
255011258,255011333,75,96,99,451,255011784,255011852,68,111,106,1623,255013475,255013568,93,129,100,342,255013910,255014011,101,125,69,17,pin-length-4
255025736,255025821,85,124,98,450,255026271,255026347,76,118,103,643,255026990,255027084,94,122,81,243,255027327,255027399,72,121,78,17,pin-length-4
255035529,255035622,93,124,119,309,255035931,255036036,105,118,109,693,255036729,255036839,110,123,122,218,255037057,255037151,94,153,106,17,pin-length-4
255043873,255043941,68,139,91,451,255044392,255044483,91,134,110,1577,255046060,255046153,93,148,116,259,255046412,255046484,72,139,83,17,pin-length-4
255054649,255054725,76,122,117,542,255055267,255055344,77,121,104,1174,255056518,255056620,102,141,114,243,255056863,255056950,87,148,99,17,pin-length-4
255063729,255063805,76,111,96,510,255064315,255064417,102,119,97,1272,255065689,255065782,93,123,129,285,255066067,255066152,85,157,74,17,pin-length-4
255072830,255072932,102,122,98,509,255073441,255073544,103,123,86,794,255074338,255074440,102,136,94,227,255074667,255074752,85,148,68,17,pin-length-4
121635343,121635421,78,166,77,457,121635878,121636044,166,141,84,606,121636650,121636745,95,127,94,510,121637255,121637333,78,156,72,19,pin-length-4
121814085,121814154,69,159,100,317,121814471,121814566,95,98,115,247,121814813,121814926,113,119,118,553,121815479,121815540,61,167,160,19,pin-length-4
121820617,121820694,77,172,96,125,121820819,121820914,95,176,87,1413,121822327,121822405,78,140,88,554,121822959,121823107,148,151,133,19,pin-length-4
121827503,121827608,105,203,65,290,121827898,121828064,166,143,163,562,121828626,121828713,87,188,44,387,121829100,121829169,69,112,117,19,pin-length-4
121832785,121832916,131,143,113,422,121833338,121833468,130,122,109,361,121833829,121833933,104,156,122,475,121834408,121834547,139,103,115,19,pin-length-4
121843900,121844092,192,149,102,264,121844356,121844469,113,140,101,229,121844698,121844794,96,176,73,518,121845312,121845401,89,124,96,19,pin-length-4
121851511,121851633,122,131,134,405,121852038,121852132,94,61,105,308,121852440,121852571,131,79,104,413,121852984,121853132,148,131,145,19,pin-length-4
121859497,121859620,123,99,60,376,121859996,121860100,104,104,88,229,121860329,121860424,95,108,87,458,121860882,121860995,113,135,146,19,pin-length-4
121868184,121868314,130,144,128,256,121868570,121868691,121,119,85,229,121868920,121869051,131,81,48,512,121869563,121869639,76,117,106,19,pin-length-4
121873770,121873970,200,107,77,319,121874289,121874453,164,123,77,229,121874682,121874813,131,50,55,588,121875401,121875558,157,127,70,19,pin-length-4
121883410,121883497,87,112,130,474,121883971,121884084,113,125,66,275,121884359,121884461,102,58,33,572,121885033,121885163,130,92,105,19,pin-length-4
121718766,121718879,113,163,110,308,121719187,121719282,95,123,85,353,121719635,121719738,103,151,81,379,121720117,121720203,86,143,73,19,pin-length-4
121893709,121893804,95,96,74,352,121894156,121894242,86,83,65,405,121894647,121894716,69,90,7,545,121895261,121895304,43,65,164,19,pin-length-4
242590920,242592050,1130,101,109,773,242592823,242592944,121,114,114,386,242593330,242593423,93,175,88,662,242594085,242594180,95,161,89,19,pin-length-4
242596369,242596473,104,141,89,734,242597207,242597290,83,109,124,375,242597665,242597751,86,171,92,532,242598283,242598369,86,146,108,19,pin-length-4
242599249,242599318,69,77,105,368,242599686,242599744,58,46,82,392,242600136,242600231,95,130,73,463,242600694,242600771,77,129,86,19,pin-length-4
242601618,242601701,83,112,81,315,242602016,242602102,86,109,98,236,242602338,242602450,112,125,100,332,242602782,242602867,85,114,101,19,pin-length-4
242604087,242604233,146,128,113,263,242604496,242604590,94,88,79,263,242604853,242604956,103,120,68,325,242605281,242605426,145,95,98,19,pin-length-4
121738387,121738395,8,193,81,387,121738782,121738860,78,137,107,237,121739097,121739192,95,167,56,572,121739764,121739833,69,164,126,19,pin-length-4
121746751,121746864,113,109,126,458,121747322,121747416,94,119,100,432,121747848,121747925,77,104,110,562,121748487,121748653,166,151,87,19,pin-length-4
121756590,121756747,157,123,58,361,121757108,121757264,156,108,80,229,121757493,121757624,131,36,60,1241,121758865,121759001,136,171,43,19,pin-length-4
121773505,121773609,104,162,86,290,121773899,121774014,115,189,122,236,121774250,121774354,104,132,75,335,121774689,121774802,113,137,65,19,pin-length-4
121783144,121783274,130,135,100,248,121783522,121783616,94,137,99,1230,121784846,121784950,104,147,89,650,121785600,121785687,87,148,97,19,pin-length-4
121791592,121791687,95,198,83,273,121791960,121792073,113,194,46,212,121792285,121792397,112,138,41,458,121792855,121792933,78,165,79,19,pin-length-4
121797590,121797694,104,153,92,247,121797941,121798036,95,42,102,360,121798396,121798518,122,110,82,581,121799099,121799203,104,175,89,19,pin-length-4
174308063,174308124,61,119,76,159,174308283,174308357,74,121,95,152,174308509,174308541,32,56,107,219,174308760,174308823,63,90,109,20,pin-length-4
174423037,174423092,55,122,141,125,174423217,174423309,92,159,143,102,174423411,174423450,39,64,57,128,174423578,174423617,39,159,111,20,pin-length-4
174431844,174431886,42,104,89,134,174432020,174432095,75,124,85,68,174432163,174432195,32,39,35,142,174432337,174432378,41,126,101,20,pin-length-4
174437956,174438012,56,123,98,152,174438164,174438221,57,76,67,35,174438256,174438296,40,94,62,126,174438422,174438471,49,119,99,20,pin-length-4
174444744,174444790,46,127,87,143,174444933,174444999,66,97,80,60,174445059,174445108,49,77,51,126,174445234,174445282,48,142,136,20,pin-length-4
174450876,174450941,65,106,95,135,174451076,174451150,74,112,78,59,174451209,174451258,49,72,37,184,174451442,174451458,16,112,71,20,pin-length-4
174456945,174457026,81,113,77,127,174457153,174457227,74,114,72,68,174457295,174457327,32,58,44,110,174457437,174457486,49,113,132,20,pin-length-4
174463665,174463723,58,94,111,123,174463846,174463913,67,109,129,85,174463998,174464029,31,54,52,85,174464114,174464197,83,149,106,20,pin-length-4
174470113,174470164,51,118,96,136,174470300,174470366,66,97,96,67,174470433,174470472,39,62,63,102,174470574,174470631,57,112,90,20,pin-length-4
174476096,174476167,71,95,98,127,174476294,174476367,73,72,81,68,174476435,174476509,74,69,38,108,174476617,174476667,50,96,105,20,pin-length-4
174482333,174482393,60,103,90,152,174482545,174482601,56,114,58,68,174482669,174482718,49,87,21,109,174482827,174482892,65,132,76,20,pin-length-4
174318065,174318143,78,128,84,256,174318399,174318469,70,120,93,142,174318611,174318660,49,48,52,142,174318802,174318835,33,130,76,20,pin-length-4
174487883,174487944,61,115,102,144,174488088,174488137,49,111,67,59,174488196,174488245,49,78,12,111,174488356,174488395,39,128,85,20,pin-length-4
174501838,174501891,53,121,87,135,174502026,174502082,56,108,90,52,174502134,174502175,41,79,10,84,174502259,174502317,58,131,121,20,pin-length-4
107465944,107466028,84,124,90,253,107466281,107466369,88,97,107,169,107466538,107466578,40,94,84,126,107466704,107466753,49,118,84,20,pin-length-4
107468404,107468469,65,122,94,160,107468629,107468711,82,102,102,143,107468854,107468920,66,45,104,101,107469021,107469086,65,96,93,20,pin-length-4
107470048,107470128,80,106,80,152,107470280,107470363,83,111,72,108,107470471,107470537,66,46,88,118,107470655,107470720,65,84,92,20,pin-length-4
107471698,107471779,81,101,85,135,107471914,107471997,83,94,80,91,107472088,107472145,57,54,67,135,107472280,107472329,49,93,112,20,pin-length-4
174325084,174325137,53,128,125,160,174325297,174325371,74,115,110,118,174325489,174325544,55,74,123,169,174325713,174325762,49,139,111,20,pin-length-4
174332214,174332272,58,104,124,143,174332415,174332489,74,122,78,135,174332624,174332631,7,67,101,160,174332791,174332839,48,109,112,20,pin-length-4
174339272,174339316,44,113,101,159,174339475,174339533,58,116,70,100,174339633,174339674,41,83,93,151,174339825,174339866,41,112,116,20,pin-length-4
174346089,174346134,45,127,114,160,174346294,174346368,74,86,108,68,174346436,174346476,40,76,127,177,174346653,174346686,33,116,105,20,pin-length-4
174401421,174401485,64,135,131,334,174401819,174401893,74,136,105,85,174401978,174402010,32,56,70,185,174402195,174402227,32,103,104,20,pin-length-4
174407909,174407979,70,114,91,143,174408122,174408213,91,110,112,101,174408314,174408346,32,55,84,184,174408530,174408562,32,107,98,20,pin-length-4
174414337,174414389,52,120,106,126,174414515,174414597,82,129,119,118,174414715,174414723,8,61,84,280,174415003,174415047,44,101,114,20,pin-length-4
194577581,194577629,48,95,67,493,194578122,194578199,77,107,54,626,194578825,194578879,54,106,84,662,194579541,194579579,38,76,76,22,pin-length-4
194819223,194819328,105,104,85,363,194819691,194819797,106,99,65,472,194820269,194820362,93,102,86,369,194820731,194820858,127,111,49,22,pin-length-4
194827661,194827758,97,72,119,394,194828152,194828290,138,111,90,512,194828802,194828883,81,69,104,475,194829358,194829448,90,59,87,22,pin-length-4
194836375,194836442,67,72,74,437,194836879,194836984,105,127,99,461,194837445,194837541,96,81,103,455,194837996,194838051,55,82,68,22,pin-length-4
194844693,194844796,103,100,56,592,194845388,194845528,140,74,31,729,194846257,194846356,99,84,55,487,194846843,194846987,144,118,69,22,pin-length-4
194854042,194854064,22,104,62,737,194854801,194854931,130,146,59,612,194855543,194855648,105,106,95,473,194856121,194856232,111,89,72,22,pin-length-4
194862995,194863025,30,68,90,530,194863555,194863650,95,118,97,560,194864210,194864316,106,74,107,483,194864799,194864885,86,61,72,22,pin-length-4
194875102,194875170,68,65,62,388,194875558,194875676,118,85,95,429,194876105,194876179,74,79,86,544,194876723,194876864,141,44,49,22,pin-length-4
194883543,194883643,100,101,59,380,194884023,194884116,93,141,85,693,194884809,194884906,97,119,74,515,194885421,194885525,104,101,92,22,pin-length-4
194896238,194896347,109,93,81,423,194896770,194896903,133,153,71,612,194897515,194897596,81,104,96,436,194898032,194898102,70,114,49,22,pin-length-4
194908666,194908773,107,126,67,410,194909183,194909273,90,133,88,610,194909883,194909948,65,119,64,429,194910377,194910423,46,67,73,22,pin-length-4
194592243,194592335,92,65,67,558,194592893,194593009,116,101,62,778,194593787,194593868,81,114,99,1038,194594906,194594951,45,69,112,22,pin-length-4
194917804,194917892,88,101,33,470,194918362,194918464,102,101,78,507,194918971,194919045,74,120,76,428,194919473,194919525,52,43,45,22,pin-length-4
250986092,250986157,65,102,82,176,250986333,250986391,58,44,54,202,250986593,250986632,39,51,73,462,250987094,250987141,47,126,66,22,pin-length-4
250989156,250989226,70,102,77,184,250989410,250989477,67,78,58,166,250989643,250989704,61,41,94,199,250989903,250989969,66,132,63,22,pin-length-4
250990977,250991034,57,124,62,185,250991219,250991251,32,88,69,193,250991444,250991509,65,39,98,185,250991694,250991759,65,125,99,22,pin-length-4
250993073,250993143,70,68,90,151,250993294,250993360,66,68,58,143,250993503,250993570,67,67,102,183,250993753,250993801,48,148,86,22,pin-length-4
251002074,251002179,105,112,88,144,251002323,251002396,73,76,79,168,251002564,251002612,48,37,86,202,251002814,251002879,65,89,71,22,pin-length-4
194605939,194606014,75,100,45,510,194606524,194606571,47,104,80,1165,194607736,194607822,86,107,66,927,194608749,194608855,106,111,47,22,pin-length-4
194764388,194764462,74,98,91,571,194765033,194765070,37,85,66,396,194765466,194765520,54,101,65,404,194765924,194765970,46,147,40,22,pin-length-4
194774250,194774384,134,127,75,517,194774901,194774982,81,95,121,468,194775450,194775574,124,133,43,402,194775976,194776099,123,85,73,22,pin-length-4
194784620,194784693,73,75,50,363,194785056,194785178,122,145,19,485,194785663,194785735,72,94,57,481,194786216,194786346,130,118,50,22,pin-length-4
194793124,194793170,46,104,68,512,194793682,194793754,72,119,58,603,194794357,194794438,81,125,55,554,194794992,194795114,122,109,25,22,pin-length-4
194801400,194801464,64,115,79,361,194801825,194801931,106,151,57,464,194802395,194802473,78,107,72,351,194802824,194802991,167,140,54,22,pin-length-4
194809608,194809684,76,128,61,401,194810085,194810150,65,131,80,594,194810744,194810800,56,128,87,597,194811397,194811458,61,77,59,22,pin-length-4
30598817,30598901,84,39,77,311,30599212,30599264,52,54,86,151,30599415,30599510,95,16,71,65,30599575,30599638,63,16,18,24,pin-length-4
34068818,34068864,46,17,28,609,34069473,34069525,52,25,32,1025,34070550,34070634,84,53,40,364,34070998,34071082,84,34,39,24,pin-length-4
34098780,34098864,84,53,64,278,34099142,34099216,74,49,21,299,34099515,34099599,84,70,14,556,34100155,34100228,73,34,53,24,pin-length-4
34165423,34165518,95,54,46,406,34165924,34166009,85,54,68,278,34166287,34166339,52,53,30,620,34166959,34167043,84,70,44,24,pin-length-4
34696622,34696717,95,53,52,268,34696985,34697070,85,60,28,353,34697423,34697518,95,67,26,397,34697915,34697988,73,69,43,24,pin-length-4
34923465,34923528,63,48,53,397,34923925,34923988,63,17,51,643,34924631,34924694,63,40,52,610,34925304,34925368,64,52,43,24,pin-length-4
34998683,34998778,95,71,40,332,34999110,34999173,63,56,49,258,34999431,34999494,63,43,33,396,34999890,34999953,63,93,34,24,pin-length-4
35054475,35054549,74,34,34,226,35054775,35054870,95,82,85,525,35055395,35055469,74,80,43,257,35055726,35055790,64,28,21,24,pin-length-4
35116035,35116119,84,79,59,366,35116485,35116536,51,53,27,355,35116891,35116942,51,61,23,516,35117458,35117531,73,54,70,24,pin-length-4
35279366,35279450,84,63,42,258,35279708,35279782,74,68,43,257,35280039,35280102,63,49,26,568,35280670,35280733,63,50,32,24,pin-length-4
35313477,35313533,56,52,33,387,35313920,35313982,62,29,59,301,35314283,35314346,63,52,15,579,35314925,35314998,73,46,20,24,pin-length-4
33751495,33751579,84,52,32,268,33751847,33751931,84,19,65,364,33752295,33752379,84,52,35,342,33752721,33752795,74,48,38,24,pin-length-4
35473550,35473624,74,55,32,365,35473989,35474084,95,53,46,280,35474364,35474448,84,59,30,504,35474952,35475036,84,30,68,24,pin-length-4
85603784,85603837,53,77,52,305,85604142,85604219,77,54,62,233,85604452,85604523,71,32,64,297,85604820,85604903,83,76,78,24,pin-length-4
