meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,user,length
0.313265955171908,0.524140551737555,0.025173234854578,0.055833250978534,0.002011906779436,0.013773241572577,2.4584987896774E-05,0.00307273127594,0.112578705604979,0.206876806378902,-0.182288335279462,0.458236710160577,-1.74647532109306E-05,0.007137987376508,-0.00084801664074,0.006471238005058,0.188955515925347,0.401858046787393,-0.116257387049058,0.207911089256777,0.001462344849626,0.003627668765257,-2.01585312444945E-05,0.006342125390646,0.046871437745936,0.230337760330883,0.069912667367973,0.303033678486871,-2.25622829956441E-05,0.006452888123752,0.000390916134659,0.00401416320628,0.008469870564146,0.052832722801822,-0.26471018182583,0.847748605136335,1.03587089992343E-05,0.002343544995901,-0.000650836623368,0.016613604557627,-0.077504775103401,0.055903865166092,-0.374360194291605,0.310345672451531,7.13971641452144E-06,0.002597434636444,3.92719912711919E-05,0.015156958558679,1,pattern-length-6
2.05491125817392,1.64197873118794,0.218901690314798,0.193331936137872,0.03643995626575,0.062800967198618,0.00178249429529,0.01150885608094,0.427322509242039,1.92925962430391,-1.10379480848125,1.26314258985313,-0.008312418833461,0.065660715800474,-0.014705929651667,0.02612368863628,1.37539457807354,1.42366285436061,-0.534382539636949,0.817699856302962,0.011221380451009,0.028581507706725,0.000366111940166,0.046467289932805,0.116717968111724,0.460370642703921,1.42119119681564,1.75689630653063,-0.000726166710126,0.028885001220714,0.030837209166953,0.035341580977508,0.041369494269876,0.434290536856253,-1.89532153345958,3.70724880533906,0.000653162900611,0.017982662071061,-0.019996415961808,0.104711158094245,0.122507756052454,0.157466308537299,-1.64855080232641,1.83569673852011,1.61159409783703E-05,0.011166015856347,0.002549840382516,0.107541831313443,1,pattern-length-6
1.66148407452581,1.20822744866748,0.027821972701841,0.210443029064064,0.02086525261855,0.039515441047685,-0.002482074645757,0.010707974152113,0.857267292496426,0.744844297506374,-1.18492066626455,1.15413578830308,-0.001473099669325,0.043752454396831,-0.022800732648909,0.024078377786706,0.878855633134601,1.48882893432952,-0.511771162017053,1.20192295945482,0.013269527914261,0.023811183182875,0.002038213797742,0.05461014336548,0.430879052310067,0.701983086841801,1.25133102335394,1.32172355113574,-0.001079610549792,0.037285965059899,0.017331704436402,0.029215558392441,-0.050915535758523,0.428849364288184,-1.93065713433658,3.33288702991781,-0.000972609722078,0.018056761191081,-0.01427734228154,0.078142001869384,-0.012526600300765,0.059883802095362,-0.755020590389476,1.06914760598504,0.000234933990803,0.003194879587241,0.000476479117846,0.053057037923271,1,pattern-length-6
1.66333166758219,1.41569171405608,-0.217306997261795,0.169203257448794,0.032004838171302,0.037396391813572,-0.003142452569981,0.008182399453979,0.84111499786377,1.07167429016661,-0.989562502094344,0.727053326022801,0.000378081886551,0.053616138373944,-0.011846669542473,0.01956823078361,0.849187106372201,0.360260342819475,-0.819252054959057,0.842638138547987,0.007876367979959,0.013635352594797,-0.000520303437604,0.047237813143423,0.519301919376149,0.671050291638742,0.904235814911088,1.07197957753743,-0.001025692493537,0.023002762008604,0.007093736915486,0.020097267504579,-0.049664469326244,0.255678407780652,-1.76885111191694,2.71526378750591,0.001427025221623,0.008574220652512,-0.016274182441738,0.050050897250452,0.525006417667164,0.191132625979296,-2.3832561268526,0.831341507360409,0.002444056903615,0.026228083628271,-0.014176680059994,0.114007289233798,1,pattern-length-6
0.266313305020366,0.573194033653844,-0.091478743990838,0.53166433001072,0.002312851858838,0.008268193033194,0.000725760239631,0.016299946589962,0.356101969346643,0.441239499189328,-0.579188953746449,1.0349225957436,-0.00066871806562,0.020136319433055,-0.007038314749738,0.01582153728548,0.751139158361098,1.18317783932907,-0.325061633540135,0.768006949796363,0.01139408307367,0.016633689050965,0.001335310138496,0.035895061316813,0.620833555007363,1.04186263228753,1.05027440524994,1.20411353318657,-0.003471016696355,0.045012163999043,0.016183950796784,0.025216309730256,0.046495041192747,0.29639678200167,-1.80555772968367,3.29102576833951,0.00164817647263,0.010940494405822,-0.020470876704725,0.078047534021885,0.104756661669701,0.092664288697699,-1.65173801145942,1.10973008277601,0.0017306052658,0.005445349909531,-0.003855497922103,0.089911308295346,1,pattern-length-6
2.13297258638868,2.3451320423848,-0.348074221143536,0.450108870475609,0.040551244937562,0.114464269753117,-0.00346375281698,0.0331599933263,0.635238423066981,1.77472558844889,-1.04874074599322,1.56607119296715,-0.010955189998587,0.074562034980551,-0.018181036417872,0.045586254129679,1.22699356079102,2.30201933207386,-0.9360767140108,0.420518034714702,0.026432399848753,0.055764186030761,-0.005591595461624,0.040928312905402,0.452339901643641,0.959074285219456,1.43240292867025,1.35062881401633,0.001055125752947,0.053846947293941,0.010539553294682,0.035389799143566,-0.043127875234567,0.348306133984636,-1.95188799091414,2.81455897086507,2.6775038916072E-05,0.012419452270539,-0.009308426382907,0.078252006318264,0.12981336257037,0.445593749130074,-1.72918263603659,0.7581728913272,0.011645709767061,0.025184660425674,-0.041010351742015,0.030673651468833,1,pattern-length-6
1.50318272374257,1.58318337128045,0.030801147973838,0.086348760696237,0.027486839037512,0.037886511671224,0.001109506255379,0.005029809047268,0.602604585535386,1.4859547531374,-1.17697996251723,0.895250046504741,-0.007700576314239,0.056175183197689,-0.01065455790997,0.017723069204195,1.11591633316738,1.74318073155538,-0.642458747414981,0.455810009215132,0.025522546280535,0.038671693511239,-0.00721912886353,0.040255673734684,0.704811227087881,1.48133716673137,1.13216093474743,1.49982501810564,-0.002865862062646,0.076504153435445,0.018341107076977,0.028081989979546,-0.051557896183986,0.39768136815047,-2.57033838010302,3.75091722695895,-0.003986370948497,0.021229410980359,-0.021263670893827,0.105810431353204,-0.486564546472886,0.805812605926273,-2.19820079643185,1.47153459303496,0.000148468752987,0.048116744459754,0.00048514671156,0.098090363950916,1,pattern-length-6
2.08076237697227,1.77186315167822,-0.242637484681373,0.197011985827957,0.043738526868985,0.048427490805628,-0.003901586125604,0.01280658239378,0.629178299623377,1.49453982950551,-1.0525671267042,0.702237541163967,-0.002805009776471,0.077600898128541,-0.008138867398034,0.024825096062305,1.64753350089578,1.69284330052209,-0.833548770231359,0.339688461132828,0.02543528156297,0.03350422530778,-0.001239299155437,0.033630472381037,0.304129008374183,1.1555089720696,1.59692831600414,1.46782275418382,-0.007806583626002,0.05530054846457,0.026751169192246,0.043064634824916,0.497258519191368,0.426492565914647,-1.87410825841567,3.59998495385543,0.001211876687707,0.024511676032316,-0.022616384983613,0.101868492083916,0.012199690361985,0.093959617271169,-2.05773278244403,1.90061431458117,0.000143202943373,0.006461419091666,-0.001571681908434,0.14074637832474,1,pattern-length-6
1.64305252049893,1.44414260909952,0.099115720817356,0.096879097273769,0.035861619191058,0.043490906562563,0.001849223974468,0.006663270884793,0.46604134054745,1.29146593227224,-1.02887656785784,0.932241413994563,-0.001746298564315,0.049624645646127,-0.005695110373844,0.033154174726088,1.85577927383722,1.06215204543611,-1.02275930666456,0.400727283538658,0.027700547528514,0.021476482491097,-0.00619234345776,0.028447912724109,0.911357273774988,1.10612827925337,1.20645819271312,1.51301729293636,-0.002555661300474,0.051896921513973,0.02164466900809,0.030036076653289,-0.113503568312701,0.337689598271134,-2.38926072214164,4.08135384713597,0.00144266649101,0.024690509125611,-0.029886428322622,0.117573924086111,0.337022060722247,0.377268702126612,-1.70085114267617,2.00386670130754,0.001321159352766,0.027781006930511,-0.000400754359608,0.137350398539715,1,pattern-length-6
2.27642971861596,1.80818257195418,-0.147058823529412,0.159664852989932,0.038805048633474,0.072188586566687,-0.000577788039475,0.012713745685682,0.085735525039428,1.6458531576381,-1.02542505927264,0.810916426386348,-0.00390548584558,0.067514525191117,-0.009672229715247,0.019438504966717,1.50480739369112,0.99556637984096,-0.715980484906365,0.5833643559494,0.015218383713165,0.015964989535126,0.000388436663935,0.040810185365728,0.297061206185244,1.12113116762186,1.22295620352189,1.38308220779895,-0.002184986130702,0.053449846528754,0.013833588644858,0.044353736237794,-0.022802513186671,0.147688851124047,-1.9199388808563,2.57333850931702,0.000270747101313,0.009595915653799,-0.025358814328128,0.051851387804546,0.249059629039604,0.079981426856568,-1.35681703711758,1.63043560809492,0.002899375812759,0.008884149776673,0.000297349806299,0.11033170014458,1,pattern-length-6
