meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanPress,sdPress,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanPress,sdPress,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanPress,sdPress,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanPress,sdPress,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanPress,sdPress,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanPress,sdPress,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanPress,sdPress,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanPress,sdPress,user,length
-0.863458669940387,0.471523040413383,-0.106393023419319,0.069524302797924,-0.004298272157643,0.009263719970927,-0.000186736818594,0.002790459703578,0,0,-0.721222048944756,0.224789867583953,0.09077731589795,0.05096887177269,-0.001898165568608,0.014607505471711,0.000281984008257,0.001734195653901,0,0,0.430416553647529,0.549059695261731,-0.26057780779967,0.197408404449565,0.000664639016744,0.005954363111504,-0.000414838000332,0.003044201584844,0,0,-0.144787447701154,0.469964717041754,-0.076855164353696,0.125981723810846,-0.000564001272036,0.008951035220752,-1.09389129215976E-05,0.004321787144701,0,0,-0.08708427163035,0.277859841207284,-0.288865811605626,0.248080657235168,-0.000158246667665,0.006912782111911,-0.000744873839091,0.002167527710919,0,0,-0.27040856804796,0.329079433689143,-0.0818779148162,0.129495965378245,-0.001160324638663,0.002960133428719,0.000306472433255,0.002800613546125,0,0,-0.167120624316905,0.269959931760245,0.269103246078383,0.443305305173973,-0.000427860430392,0.009885226203308,0.001674687932709,0.005451105172379,0,0,0.017932130884379,0.020206814116951,0.327977807454981,0.328651155771538,2.22537698252796E-05,0.001268720523454,0.000862800221606,0.01458973754459,0,0,4,pattern-length-8
-0.479601242579743,0.257238199643304,0.020081290005672,0.048346876180384,-0.000236021707031,0.003611702103897,-9.70132893809181E-05,0.00143116207677,0,0,-0.33742812069482,0.063690077809007,0.002873194621421,0.027544384856489,-0.000585339866546,0.003947720868984,2.0527049916577E-05,0.00139473345451,0,0,0.308361792398509,0.370205085614902,-0.187668053745079,0.099684547879907,-0.00010579343747,0.004165794574402,-0.000163336372245,0.001789869108344,0,0,-0.116450146702444,0.497584170139547,-0.052328850353757,0.128181917726469,-0.000427750599225,0.007483615084069,-0.000107575885512,0.00297355684247,0,0,-0.119476686715169,0.2633858436703,-0.294700357948577,0.27462058661624,-0.000345257802053,0.005186608330599,-0.000640166115402,0.002605237435907,0,0,-0.228673406290295,0.248297258281237,-0.089395090017836,0.156388889911221,-0.000363705780839,0.002477613605571,-0.000124593806749,0.003805549943552,0,0,-0.166512015296058,0.164201692786761,0.280979244325109,0.355671980067938,9.64895501229285E-05,0.002865660977683,0.000700636389967,0.003879647797633,0,0,-0.018062448320408,0.024434414880022,0.242509935505899,0.154898653412982,-2.01318821551464E-05,0.0014976753223,0.000578990759785,0.00862470157887,0,0,4,pattern-length-8
-0.668086895543199,0.385139573984357,0.012111648518772,0.025610718589436,-0.000529326893612,0.007664690531002,3.19363041429921E-05,0.001316474731762,0,0,-0.376500231375347,0.147832539049772,0.008057800269445,0.026610144016738,-0.000947935765311,0.009792409001518,-0.000120884784763,0.001476109484289,0,0,0.352258705216396,0.351567475180251,-0.229963845635416,0.141850611879286,0.000317167678713,0.004236973899418,-0.000256658884066,0.002487925905745,0,0,-0.142899435439032,0.446669431565839,-0.054872266258638,0.117567911059115,-0.001146540034912,0.005517710763391,0.000247432299496,0.002592982370361,0,0,-0.066564127581501,0.222588735169502,-0.203480848299912,0.172427989529419,-0.000144566509618,0.00742951810262,-0.000266938430693,0.001946027605068,0,0,-0.265697927484624,0.27535985741192,-0.101136308429202,0.173922350157381,-0.001013790079562,0.002265180517618,0.000178717696316,0.002701113909401,0,0,-0.147303735075317,0.209134299723042,0.253866741130688,0.269489183279609,0.000389093442983,0.003485225334552,0.00061751702446,0.003077907331435,0,0,0.017258737408388,0.02676636830084,0.24177737638765,0.209363313261405,-0.000281196542363,0.001604330292094,0.000392709189694,0.008758689384748,0,0,4,pattern-length-8
-0.528788436070648,0.256341022181259,-0.031388251610052,0.037443247735357,-0.000437824423076,0.003276248761311,6.53163770626972E-05,0.001923738321098,0,0,-0.386941735108257,0.118670162711538,0.010397565429735,0.033275826847204,-0.000317967597808,0.002955129895373,-7.02092855924642E-05,0.001368007408172,0,0,0.374938968447653,0.476552497166313,-0.199684925589332,0.143919864246418,0.000720326905846,0.004808405998765,-0.000332895648084,0.002361034752954,0,0,-0.136304514428588,0.520437146171068,-0.12058778716558,0.167703931320711,-0.000556158541795,0.007010727153529,-0.000251821877134,0.005172051740877,0,0,-0.084078458876735,0.1983664860538,-0.241190508344918,0.246289709178874,-0.00011968048338,0.00472145232504,-0.000716030286581,0.002149856169465,0,0,-0.321145845524747,0.355209042662866,-0.131017850215943,0.212178349072532,-0.000423081288061,0.004578630722075,-0.000249577413087,0.005721490373485,0,0,-0.243613911291282,0.206780855826536,0.357839827302376,0.350713377332885,-0.00033341135487,0.008654028054131,0.001443800079508,0.004387293799594,0,0,-0.025872901659781,0.032356906667093,0.315721217504186,0.244511662061599,0.00026936249342,0.001649532456986,-0.001341969547746,0.006663317207123,0,0,4,pattern-length-8
-0.624421346783825,0.348849252532477,-0.033786797281005,0.163245640344487,0.000311608214434,0.008071745913823,0.000627428191554,0.003652493226479,0,0,-0.424372684728293,0.135680904090726,0.029619614502177,0.042244280967749,-0.000924710975407,0.004477163634859,-0.00018113567841,0.001934985449145,0,0,0.331791838164027,0.403946752017717,-0.220126618236364,0.168513759435225,0.000181573433085,0.005519224592054,-0.000215731424577,0.003239925210262,0,0,-0.128671123543048,0.380546325023095,-0.03907695347021,0.110571177148398,-0.000970567658971,0.003626672937523,0.000118428194166,0.002025283197312,0,0,-0.090933395113086,0.135021813482007,-0.256197168839392,0.220838124338294,-0.000251678344838,0.004486364959715,-0.000524357518482,0.00198859873452,0,0,-0.252919401118488,0.217302045682672,-0.10570377273397,0.159848234451183,-0.000262117234318,0.002807423993329,-5.85602977530895E-05,0.004000500443186,0,0,-0.205994495521042,0.169385203974633,0.402159546804291,0.399417154632397,-0.000306216045198,0.004652265152472,0.001555320883039,0.005296801830527,0,0,0.022937301327201,0.023522554875495,0.266608959085801,0.240399470118848,-4.01931366912221E-05,0.001247902490922,0.000145903941257,0.009021425538461,0,0,4,pattern-length-8
-0.013765977665702,0.051546833123218,0.894774635845327,0.688524021051759,-7.07761189141863E-05,0.002034651033723,0.004210398983903,0.00976697938722,-1.34189140031682E-06,9.79146226344942E-05,-0.220345980809597,0.545918739123165,-0.165877108241863,0.954288880846391,-0.000915022338156,0.012599370298442,-0.000910863083645,0.022549994719891,-6.40779149298574E-06,0.000105430552831,-0.655330489663517,0.392943569374349,0.241267949593167,0.822472999241136,-0.000740738623341,0.012926839091037,0.001060803750925,0.012163287892375,-8.49604497061056E-06,0.000128566188873,0.591357092229592,0.856077436734174,0.670972273797214,0.693378969516368,0.000815707595408,0.025621237476437,0.001181049585775,0.024244644472859,2.23128453773611E-05,0.00014638093093,0.004864875460485,0.401111824638809,-0.292322321680058,1.27047772813179,-0.000241756013414,0.011445300228629,-0.003288537613155,0.035088103288639,-2.32541173753069E-06,0.000173134635173,-0.414050434720054,0.722941133393968,0.263189898672884,1.45193712437542,-0.001783197826952,0.014507556507975,0.001541849791989,0.032976450724446,-3.41097654579702E-05,0.000155874967447,0.91129760376895,1.24246698996326,0.192820620765112,0.453284271182886,0.002013031855241,0.02449640469201,-0.000393849458278,0.012328480080225,4.49290700389324E-05,0.000139684333061,0.520186870476687,0.558172017993484,-0.194227474554371,0.206258560676026,1.52739729673046E-05,0.026166953428378,-0.000447431078576,0.009288861079505,-0.000126742346442,0.001213465453175,19,pattern-length-8
0.216031396948576,0.220974394963892,1.29632977935011,1.22240267260452,0.000450681858556,0.005734187924456,0.009764535920492,0.023001936298774,-0.000120109760197,0.000192215082339,-0.189776548719441,0.65774468656629,-0.110863729240068,0.867538590963012,-0.002750437753337,0.016693702121095,-0.002861773393823,0.024117333419401,3.20389642283461E-06,0.000137761211016,-0.664366934857808,0.652371065723221,0.199022824438775,0.732363340744232,-0.000800316877166,0.021892107911733,0.00141321134807,0.018627544193059,-5.46778077786824E-05,0.000204078150473,0.375971322054339,0.684942873710058,0.514634669025518,0.590283556678884,0.000642060933882,0.017913269965005,0.001010569080388,0.020943575168195,5.33176612906927E-05,0.000189181048731,0.300616277289067,0.245848065908916,-0.317209286927098,1.32012897994343,-0.000809912577505,0.009289222549396,-0.003575721065002,0.028870803066144,8.31780626493342E-06,0.000125103837248,-0.359156925373011,0.518967467959968,0.129929750435905,1.01759219365982,-0.001059981553976,0.008682764456321,0.001580420686639,0.015818859290733,-3.03192193068848E-05,0.000169131940939,1.41965897576406,2.13470333035532,0.447377981225725,0.578562261684409,0.017748671446093,0.058854450457743,0.001178130279602,0.021830061552344,9.20861648427468E-05,0.000300371241229,0.509828455307904,0.777776700084846,-0.211221782210606,0.256048374685425,-0.000106925187043,0.054531056646386,-0.000321290897251,0.01673588762462,-7.44905791494971E-05,0.000889516364826,19,pattern-length-8
0.029224266555433,0.187743751494274,1.02504045744582,1.16159821052943,0.000691732039824,0.005864935798113,0.010401112901632,0.019328237439276,-4.52018116498523E-05,0.000178099726583,-0.635220037239552,0.754608610420493,-0.41150723191321,1.75278519540805,-0.001898205829846,0.026704287215328,-0.002565872830224,0.053694806001797,-4.6508164061993E-07,0.000194911945152,-1.03617511076086,0.638669237049774,0.435794953377016,1.35142145299079,-0.001507897863485,0.025264861571804,0.002734480139427,0.027572556395766,-2.27890003903767E-05,0.000143441713801,0.112495821708459,0.412278155835673,0.262385565167291,0.53956818715252,0.00088494025076,0.006036047195729,0.001350238032232,0.009439444471966,5.9869407805227E-06,9.61783355859841E-05,0.510286611966021,0.361182999762626,-0.652259922116633,1.78471969320698,0.000766142298368,0.022872376474018,-0.009467952977226,0.049183559065626,9.00142138300379E-06,0.000155754712051,-0.723877928615396,0.614374243696292,0.254623363220614,1.46928762270099,-0.001601329288864,0.013630882809061,0.002194755309272,0.022211820771948,-5.5267201627002E-05,0.000253460497117,1.10810124246698,1.13169940361642,0.304492100104459,0.381474154721898,0.003443730797973,0.018322300456409,-0.000197074557019,0.014867228396928,7.55023326574833E-05,0.000185255202513,0.665290608125575,0.417515527588075,-0.089826303369859,0.048025590015591,0.000470213205344,0.026389637009411,-7.81769571007329E-06,0.002857045721677,-0.000521734401392,0.0019601566715,19,pattern-length-8
-0.189799958932073,0.151195672507251,1.74942486283459,1.45959090327425,-0.000274265862578,0.006278691842469,0.012928845149732,0.042796836042195,-5.97171980740958E-05,0.000200440669634,-0.962932156581505,1.2460603116647,-0.491181934581083,2.06932082300802,-0.00532351195331,0.036597700917004,-0.006759187823211,0.068165933225781,9.61168495682525E-06,0.000205469656893,-1.04845102628072,0.987931706985137,0.48872626061533,1.95043058270284,-0.005233150572788,0.025712482294606,0.007862263347313,0.044461874169461,-6.90840020337526E-05,0.000205571207995,0.53226765277339,1.21368147974987,0.81970620248832,0.742985560909909,0.005050240544712,0.021406205496717,0.004782739835077,0.034346658951058,3.84467489579145E-05,0.000208597973093,0.316799324099757,0.531435777821473,-0.398540080094538,1.94082864105423,-0.000325913915604,0.02982598876038,-0.009719139859043,0.045280337332186,6.86549088534187E-07,0.000151656963842,-0.949190290992522,1.00541604000375,0.445655705678798,1.81652368873297,-0.004298029976069,0.020191376867161,0.003631346957817,0.046278406300835,-2.94619108862279E-05,0.000165100802964,1.18932154073435,1.76042718070627,0.358490467071533,0.781848781535588,0.004712499014286,0.046188410775522,-0.00179992265561,0.018480797654776,2.9736157397137E-05,0.000169602543729,0.759107108137726,0.58267504509268,-0.157732491471649,0.232068564780568,0.00068913754993,0.038904193367897,0.000411876732281,0.012842487532995,-8.40654571401588E-05,0.000454790891378,19,pattern-length-8
-0.018585691265031,0.194011068989698,1.69957628437117,1.26117505378066,-0.001382651901025,0.007592183797971,0.010851540642489,0.032097540274724,-0.000129430184187,0.000199838729167,-0.902901447520536,1.01511063037006,-0.613788784251493,2.1063595922624,-0.003995800059559,0.027982653490863,-0.003642294316143,0.068423879334839,1.44175308592179E-05,0.000227432814445,-1.05570948565448,0.6470742551265,0.415634288247634,1.31526868295467,-0.001150614677844,0.02989073221179,0.00228027268952,0.02590311355823,-2.72331138451894E-05,0.000151863020551,0.428155062245388,0.66704794458529,1.11275657953001,0.33663916535954,0.004624455771919,0.009220905560166,0.004907771515324,0.016129139733956,2.82343312659684E-05,0.000105045485667,0.285647165439928,0.319259305808442,-0.530159699032679,1.80714355274812,-0.000495900637192,0.015677595845059,-0.004610531237209,0.048320617423624,1.00295866846733E-05,0.000112304967086,-0.696434735316856,0.678633302772268,0.351555992575253,1.67228629685659,-0.001560583040376,0.015893710741631,0.005188203875444,0.030181550984585,-4.03690845796875E-05,0.000141130493811,1.2302527848412,1.90508411140771,0.386660407571232,0.465712787499942,0.006433639172658,0.041609385962913,-0.000616306509939,0.021518262505295,4.23514968989526E-05,0.000153323334745,0.497245489382276,0.602897559578626,-0.159535725911458,0.109796205338545,-0.000535732322086,0.039255527951281,-0.001979326734356,0.007285449863815,-0.000455594068284,0.001719471068282,19,pattern-length-8
