meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanPress,sdPress,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanPress,sdPress,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanPress,sdPress,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanPress,sdPress,user,length
0.194236787103573,0.187931571534051,-1.77840611712251,1.74583993191463,0.002746436462272,0.005561804955567,-0.026224065950488,0.045866107883227,0,0,-0.883990055372735,1.11689540153003,-0.555630932335092,0.676342275372551,-0.013737548299196,0.014497809678138,-0.000327234037195,0.049702166597563,0,0,-3.63083356969497,0.284472503975221,0.458751050163718,0.058505223346677,-0.038074723082018,0.104814929092942,0.005170079333559,0.010717065523861,0,0,-1.20450152563893,0.943758326305981,-0.213304550819148,0.174414870974703,-0.001243913085735,0.050233654705024,-0.002375647843869,0.008533380188853,0,0,4,pattern-length-4
-0.040211733649759,0.046080259991281,-2.41134419160731,2.1827381958235,0.00012256035585,0.002770797552944,-0.044787779785155,0.048428454901503,0,0,-1.77020170174393,1.47418839510732,-1.72173043793323,1.45529369273073,-0.041575632293332,0.027067107411495,0.001701557375018,0.106647384720134,0,0,-5.52979420680626,0.328265495500832,0.384455138561772,0.165950951928012,-0.10340308675579,0.187266271054939,0.003671267453362,0.023929091632802,0,0,-1.77322812547871,1.61972156515742,0.076762165742762,0.059961634034488,-0.003296867717646,0.144344562200059,6.8805126995364E-05,0.004848818296621,0,0,4,pattern-length-4
0.005423340142942,0.094122505678813,-1.88287061803481,1.74614769229858,0.001389415160549,0.005803576843543,-0.045708388743241,0.042506374466196,0,0,-2.5851037642535,1.88875041707145,-1.26730627172134,1.12039196189206,-0.055495576325035,0.026953039476782,0.000375676595078,0.086725956725714,0,0,-5.98122703327852,0.090763565526093,0.201830134672277,0.065074416759843,-0.174030808841481,0.256794796666863,0.007289549883674,0.002653166572635,0,0,-1.81745567321777,1.52767991503755,0.276697585161994,0.114420848752663,-0.003218186932864,0.130382836384895,0.002064596987926,0.012907680391422,0,0,4,pattern-length-4
-0.116036284203623,0.108453425990216,-2.47092935150745,2.27386892357759,-0.000624033131539,0.006479456076563,-0.051207965358043,0.049577910858767,0,0,-1.93603053373449,1.49188466287328,-1.2275354273179,1.12971949008988,-0.048636112081138,0.024359368614734,0.000817907227777,0.093776360150414,0,0,-5.71234946157418,0.376247404021405,0.284407073376225,0.24257080018384,-0.105059394649431,0.198142709258904,-4.21860638786763E-05,0.025779083650262,0,0,-1.77027837341907,1.54512703348828,-0.083629653033088,0.094329735387121,-0.00448747847182,0.139360106498508,-0.000105876988606,0.007713968219955,0,0,4,pattern-length-4
0.003817325880548,0.037212868901374,-1.98961735573136,1.86295667594177,-7.54654319110744E-05,0.003219671402474,-0.039517507669907,0.038171497471429,0,0,-1.80577736648859,1.25652093873757,-1.76306306926254,1.19852224036674,-0.043376547120312,0.017487232682789,-0.005498984382604,0.119232155992023,0,0,-5.73315141715256,0.155494179444767,0.203482010785271,0.139493377309895,-0.115541458129883,0.184299345274314,0.001066694072649,0.016044953885309,0,0,-1.80647816377528,1.61753431457351,-0.113280801212086,0.076389228388643,-0.001925732437715,0.136020288352098,4.81057744537673E-05,0.006209128826171,0,0,4,pattern-length-4
0.016196307014017,0.056331768270364,-1.89320021984624,2.14174840213554,0.00114729159095,0.00266726341685,-0.05025823129441,0.044927288059785,0,0,-2.09029848435346,1.98645255511102,-2.12344663283404,1.88413213216891,-0.050230945957848,0.034732462548918,0.002431777246821,0.137919618493016,0,0,-5.84069831698549,0.827182657096061,0.689089980779909,0.164060785930339,-0.105397456520019,0.269427576863997,0.011071153440553,0.036360286386313,0,0,-1.26483241717021,1.1384697625562,-0.199277665879991,0.070896207191202,-0.006668919214496,0.123585887944086,-0.003848255416493,0.003877564989457,0,0,4,pattern-length-4
-0.253414777369281,0.157826532196868,-2.19946563737325,1.73123470562499,-0.002381530922885,0.006544946883777,-0.040779555950833,0.02803938089312,0,0,-1.82948161106484,1.59586640414918,-1.65424167408663,1.54839413165365,-0.042958815480049,0.025882258242674,0.001659926246194,0.116073203929116,0,0,-5.78272610084683,0.049758214150516,0.892036512786267,0.194257223404377,-0.114288217881147,0.192920568373666,0.01312068864411,0.041628568014464,0,0,-1.61996595719281,1.3678117260391,-0.072813460406135,0.07412310751337,-0.003014384627755,0.117396389616618,9.33107620292056E-05,0.005749372954233,0,0,4,pattern-length-4
-0.267631498705439,0.3160275907704,-1.39333202458229,1.79711517224849,-0.006255599925616,0.007041880217259,-0.038266688010743,0.04114988849742,0,0,-2.30177893758822,1.81087268458985,-1.69457635959657,1.53179285662896,-0.044131363021579,0.033996392346003,0.001356508139037,0.112320436259142,0,0,-5.65700536615708,0.605417483162523,1.39628589854521,0.166186550881907,-0.163403454948874,0.306764567522634,0.047306172987994,0.046127712563351,0,0,-1.76578117819393,1.22517510387644,0.539921779258578,0.455252125778039,-0.009005378274357,0.126145903656593,0.00180113549326,0.044247415044315,0,0,4,pattern-length-4
-0.181245672369882,0.301823534400139,-2.92267999122062,0.886015453471758,-0.009577381439995,0.017993018784706,-0.067981452122361,0.205034719054334,0,0,-4.25840452605603,1.66673406974228,-1.81209452012006,0.735677858315088,-0.11589576216305,0.030636149562643,-0.019658392550899,0.111603573401614,0,0,-6.42235363230986,0.786974206260816,-0.024553298950195,0.034723608376367,-0.183308713576373,0.357609444623474,0,0.004340451047046,0,0,-2.06502592174056,1.52095451314373,-0.085475024055032,0.093316257325671,-0.026281719618419,0.185547016059153,-0.000787424793705,0.009662580074869,0,0,4,pattern-length-4
-0.532637791507868,0.392129220561126,-2.85018150866072,1.74878834568685,-0.009985595838421,0.006995766086369,-0.034785985899243,0.049053712155563,0,0,-2.87070352890912,0.981649557533067,-1.64707939297545,0.677486609284807,-0.076705638100119,0.029770945093226,-0.018497527814379,0.103061119667535,0,0,-6.00221241221708,0.086764672539379,-0.166138592888327,0.067627900931461,-0.185651891371783,0.273397006725615,-0.003697451423196,0.013682473565332,0,0,-2.42897145888385,1.76985753974485,0.212690016802619,0.116182448005868,-0.008790696203502,0.170559164792284,0.003463603715996,0.003761059594024,0,0,4,pattern-length-4
-0.512182965338124,0.558022976428514,-2.08511911833714,1.87798026662536,-0.011359275329638,0.007703585016156,-0.044647583039301,0.042932903913662,0,0,-3.48959911570829,0.911313158316009,-2.08938306920669,0.807511152397776,-0.090618155544329,0.061244073760224,-0.027999398342603,0.133526372052936,0,0,-5.79308883816588,0.0292308288903,0.197970072428385,0.275576345798652,-0.113358852910061,0.198648407698951,0.009406145881204,0.011816535736074,0,0,-1.76798721685767,1.30783473724161,0.397510248072007,0.189752108596031,-0.004987928164422,0.129524259796585,0.001984447962685,0.020599850617379,0,0,4,pattern-length-4
0.138883050112801,0.173205822153175,-1.37308555235837,1.47832378748675,-0.000974370730456,0.005457571967164,-0.012402957030627,0.027026381119675,0,0,-1.31682306177476,0.912252341367985,-0.899530814675724,0.405168593733687,-0.016761790757361,0.008435960471626,-0.003375490561489,0.038230832903106,0,0,-2.32427133298388,0.565441115606581,0.197826210969414,0.128807073600483,-0.00806370490975,0.059147018704559,0.000994827508101,0.00652547734844,0,0,-0.27378892848768,0.29800878275956,0.112615577750784,0.169502073658996,0.000147583750738,0.012116873470995,-5.43233151516569E-05,0.004899175193078,0,0,4,pattern-length-4
-0.316034172763344,0.342997044475161,-1.97600327820337,1.56135036175512,-0.008538521409277,0.007066155168718,-0.040646691190592,0.05621787873498,0,0,-3.15953462264117,1.03953492889078,-1.56832453783821,0.832132717757033,-0.064744258215683,0.032534620408934,-0.008357172812558,0.092718430021621,0,0,-5.55728242911545,0.085075993337386,0.366273244222005,0.103858668757556,-0.109904307945102,0.190686902304456,0.008004057641123,0.008825124206485,0,0,-2.06359394858865,1.14527344323,-0.024411481969497,0.059029607683424,-0.012774030951893,0.129453860489179,-1.57632629764124E-05,0.00496731913243,0,0,4,pattern-length-4
-0.311608640870677,0.275173557043891,-1.17772955531755,1.06697532766109,-0.002416977052161,0.003624072906794,-0.003288992144758,0.0272295707986,0,0,-1.59342986972149,0.534589074331166,-1.23223855873693,0.591862224117241,-0.031065114757969,0.027060341546583,-0.012790404926926,0.068414183140158,0,0,-3.29482669456332,0.229431226288005,0.052252675972733,0.12377790796694,-0.062070764059839,0.127536904870216,0.002111714328999,0.004825153645599,0,0,-1.4007636939778,0.579556344391564,0.557503700256348,0.187320897195774,-0.014849324333627,0.078681126248544,0.005453649689169,0.019206627637411,0,0,4,pattern-length-4
