meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanArea,sdArea,meanPress,sdPress,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanArea,sdArea,meanPress,sdPress,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanArea,sdArea,meanPress,sdPress,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanArea,sdArea,meanPress,sdPress,user,length
0.19423678710357248,0.18793157153405113,-1.778406117122512,1.7458399319146312,0.002746436462272134,0.00556180495556724,-0.026224065950487912,0.0458661078832273,-9.708952067936714e-7,0.00025171455854287417,0,0,-0.883990055372735,1.1168954015300323,-0.5556309323350923,0.676342275372551,-0.013737548299196387,0.014497809678138131,-0.0003272340371946976,0.04970216659756323,0.000017507000779341747,0.00014737586420558024,0,0,-3.6308335696949685,0.28447250397522106,0.4587510501637178,0.058505223346677245,-0.03807472308201774,0.10481492909294222,0.005170079333559453,0.01071706552386052,0.00004901965148746967,0.0001965232206573999,0,0,-1.2045015256389295,0.9437583263059812,-0.21330455081914768,0.17441487097470348,-0.0012439130857351951,0.050233654705024264,-0.0023756478438694537,0.00853338018885259,-0.00015498848355776978,0.00036973572870787935,0,0,4,pattern-length-4
-0.04021173364975874,0.04608025999128106,-2.411344191607307,2.182738195823496,0.00012256035585016343,0.0027707975529441494,-0.04478777978515457,0.04842845490150301,0.00004760073680503697,0.00036077397931649665,0,0,-1.77020170174393,1.4741883951073222,-1.72173043793323,1.4552936927307265,-0.04157563229333158,0.02706710741149478,0.0017015573750180219,0.10664738472013408,0.0000841022633454379,0.0002494552281781948,0,0,-5.529794206806258,0.3282654955008321,0.3844551385617723,0.16595095192801182,-0.10340308675578996,0.18726627105493893,0.00367126745336196,0.02392909163280165,0.0002306805667923946,0.00023068049374752147,0,0,-1.7732281254787072,1.6197215651574246,0.07676216574276196,0.05996163403448758,-0.0032968677176461237,0.14434456220005898,0.00006880512699536396,0.004848818296621259,-0.00031622455674497525,0.0008311498764400292,0,0,4,pattern-length-4
0.005423340142941949,0.09412250567881299,-1.8828706180348114,1.7461476922985772,0.0013894151605490948,0.005803576843542997,-0.045708388743241075,0.04250637446619606,-0.00003631081846025255,0.00017086909990327162,0,0,-2.585103764253504,1.888750417071446,-1.267306271721335,1.1203919618920593,-0.05549557632503487,0.02695303947678162,0.00037567659507848315,0.08672595672571416,0.00011293732506387373,0.0003527338621844015,0,0,-5.981227033278522,0.09076356552609281,0.20183013467227712,0.06507441675984335,-0.17403080884148092,0.2567947966668634,0.007289549883674173,0.0026531665726350724,-0.00010813159101149614,0.0004995421130390949,0,0,-1.8174556732177733,1.5276799150375509,0.2766975851619945,0.11442084875266269,-0.003218186932864078,0.13038283638489495,0.002064596987925599,0.012907680391422306,-0.00023068051566095914,0.0006524630140876259,0,0,4,pattern-length-4
-0.11603628420362284,0.10845342599021646,-2.470929351507449,2.273868923577594,-0.000624033131538928,0.006479456076563285,-0.05120796535804336,0.04957791085876691,0.00006957030763813094,0.00010866982703911037,0,0,-1.9360305337344896,1.4918846628732834,-1.2275354273178998,1.1297194900898795,-0.04863611208113833,0.024359368614733923,0.0008179072277768665,0.09377636015041405,-0.00004036908640581018,0.00030743504135993517,0,0,-5.71234946157418,0.3762474040214047,0.28440707337622545,0.24257080018383997,-0.10505939464943082,0.19814270925890373,-0.000042186063878676267,0.02577908365026182,-0.000139369533452041,0.0007662121099515635,0,0,-1.7702783734190697,1.5451270334882778,-0.08362965303308824,0.09432973538712117,-0.004487478471819781,0.13936010649850747,-0.00010587698860564445,0.007713968219954628,-0.00033160323030589255,0.0006360077306788091,0,0,4,pattern-length-4
0.003817325880547532,0.03721286890137395,-1.989617355731355,1.862956675941772,-0.00007546543191107437,0.0032196714024736945,-0.039517507669906964,0.03817149747142883,0.000020034750674497635,0.0002201465294637356,0,0,-1.8057773664885879,1.2565209387375664,-1.7630630692625355,1.1985222403667384,-0.04337654712031197,0.017487232682789074,-0.005498984382603646,0.11923215599202301,0.00013328206305410347,0.00019637554958566397,0,0,-5.733151417152555,0.1554941794447673,0.20348201078527114,0.13949337730989464,-0.11554145812988281,0.18429934527431444,0.0010666940726485913,0.01604495388530923,-0.00008169934153556824,0.000270624901695355,0,0,-1.8064781637752758,1.617534314573513,-0.11328080121208642,0.076389228388643,-0.0019257324377145706,0.136020288352098,0.000048105774453767285,0.006209128826170892,-0.0003633218105225002,0.0007120567885719435,0,0,4,pattern-length-4
0.016196307014016545,0.056331768270363916,-1.8932002198462392,2.1417484021355353,0.0011472915909495948,0.00266726341685027,-0.050258231294410254,0.04492728805978466,0.00009504890714595521,0.00025016387834503383,0,0,-2.090298484353458,1.9864525551110153,-2.123446632834042,1.8841321321689133,-0.050230945957848216,0.03473246254891781,0.0024317772468206086,0.13791961849301612,0.00012735485820574504,0.0004478650394884155,0,0,-5.840698316985486,0.8271826570960612,0.6890899807799095,0.1640607859303392,-0.10539745652001897,0.269427576863997,0.011071153440552463,0.036360286386312786,0.0002354864104121339,0.00023083073471977567,0,0,-1.2648324171702066,1.1384697625561957,-0.19927766587999132,0.07089620719120208,-0.006668919214495907,0.12358588794408626,-0.003848255416493357,0.0038775649894571412,-0.0005310457571694213,0.0008761279884451652,0,0,4,pattern-length-4
-0.25341477736928103,0.15782653219686757,-2.199465637373249,1.7312347056249862,-0.00238153092288478,0.0065449468837764984,-0.04077955595083265,0.028039380893119713,0.00009350035753515031,0.00028323311241760314,0,0,-1.8294816110648362,1.5958664041491764,-1.654241674086627,1.5483941316536531,-0.04295881548004854,0.025882258242674386,0.001659926246194277,0.11607320392911623,0.00004084967076778412,0.0002717873467358613,0,0,-5.7827261008468325,0.049758214150515775,0.8920365127862668,0.19425722340437673,-0.11428821788114661,0.19292056837366608,0.013120688644109988,0.041628568014463505,0.0000913111063852614,0.0006035306635654291,0,0,-1.6199659571928138,1.3678117260391005,-0.07281346040613511,0.07412310751336991,-0.003014384627754717,0.11739638961661816,0.00009331076202920559,0.0057493729542330745,-0.0005565167733413332,0.000701854032717555,0,0,4,pattern-length-4
-0.26763149870543923,0.31602759077039955,-1.393332024582294,1.7971151722484886,-0.0062555999256158545,0.007041880217258614,-0.038266688010743274,0.04114988849741966,0.00005323396009557387,0.00037037757717739363,0,0,-2.3017789375882187,1.8108726845898497,-1.6945763595965728,1.5317928566289563,-0.04413136302157905,0.03399639234600272,0.0013565081390365782,0.1123204362591418,0.00003089470898403841,0.0003462638080502493,0,0,-5.657005366157083,0.6054174831625225,1.3962858985452091,0.16618655088190712,-0.1634034549488741,0.3067645675226341,0.04730617298799403,0.04612771256335053,0.00023788937559241757,0.000010194898474646307,0,0,-1.7657811781939339,1.2251751038764365,0.5399217792585783,0.4552521257780387,-0.009005378274356615,0.12614590365659306,0.0018011354932598051,0.04424741504431496,-0.0004613610696704948,0.000776586294475211,0,0,4,pattern-length-4
-0.1812456723698816,0.3018235344001391,-2.9226799912206207,0.8860154534717584,-0.009577381439995335,0.01799301878470563,-0.06798145212236105,0.20503471905433399,0.00016339868307113647,0.00032679736614227295,0,0,-4.258404526056029,1.666734069742281,-1.8120945201200598,0.7356778583150881,-0.11589576216305003,0.030636149562643253,-0.019658392550898532,0.11160357340161413,0.00009131110638526143,0.0005577058110403215,0,0,-6.422353632309857,0.7869742062608159,-0.024553298950195312,0.03472360837636729,-0.18330871357637293,0.3576094446234737,0,0.004340451047045911,0.0003460208501885919,0.0004893473792005756,0,0,-2.065025921740563,1.520954513143732,-0.08547502405503217,0.0933162573256713,-0.02628171961841928,0.18554701605915294,-0.0007874247937053958,0.00966258007486901,-0.0002691272609666282,0.00046614208969604834,0,0,4,pattern-length-4
-0.5326377915078679,0.39212922056112587,-2.8501815086607194,1.7487883456868532,-0.009985595838421358,0.006995766086368994,-0.03478598589924276,0.049053712155562965,0.00003844674895791446,0.00009417491721577132,0,0,-2.870703528909122,0.9816495575330674,-1.647079392975452,0.6774866092848066,-0.0767056381001192,0.0297709450932258,-0.01849752781437892,0.10306111966753545,0.00007689349791582893,0.0003523702746492152,0,0,-6.002212412217084,0.0867646725393792,-0.16613859288832722,0.06762790093146055,-0.1856518913717831,0.2733970067256146,-0.0036974514231962316,0.01368247356533238,0.0002306806033148485,0.0003262316377842667,0,0,-2.4289714588838462,1.7698575397448537,0.21269001680261948,0.11618244800586836,-0.008790696203502401,0.17055916479228436,0.0034636037159956035,0.0037610595940241547,-0.0003316032768720213,0.0004588763797481081,0,0,4,pattern-length-4
