area,pressure,timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,area,pressure,timeBetweenTouch,timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,area,pressure,timeBetweenTouch,timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,area,pressure,timeBetweenTouch,timeBetweenDown,timeBetweenUp,timeLapsePress,x,y,user,length
0,1,7108650,7108740,90,72.9324722290039,78.5720825195313,0,1,397,7109137,7109244,107,70.2682495117188,99.3612060546875,0,1,66,7109310,7109424,114,78.2608642578125,103.359130859375,0,1,586,7110010,7110097,87,69.9352416992187,74.374267578125,7,pin-length-4
0,1,7112775,7112870,95,108.899169921875,77.5725708007812,0,1,408,7113278,7113399,121,79.2599487304688,85.3685302734375,0,1,66,7113465,7113580,115,79.2599487304688,104.358642578125,0,1,449,7114029,7114151,122,94.9121170043945,113.35400390625,7,pin-length-4
0,1,7116244,7116341,97,67.9370956420898,111.554870605469,0,1,309,7116650,7116758,108,66.27197265625,120.350341796875,0,1,111,7116869,7116983,114,82.2572021484375,125.34765625,0,1,564,7117547,7117658,111,107.900093078613,56.3836669921875,7,pin-length-4
0,1,7121568,7121666,98,72.9324722290039,73.57470703125,0,1,644,7122310,7122431,121,70.2682495117188,102.359619140625,0,1,101,7122532,7122622,90,58.2793579101562,100.360717773438,0,1,419,7123041,7123149,108,99.9074935913086,112.3544921875,7,pin-length-4
0,1,7125263,7125351,88,86.9195175170898,91.5653076171875,0,1,397,7125748,7125834,86,62.2756958007813,108.356567382813,0,1,102,7125936,7126014,78,70.2682495117188,109.356079101563,0,1,654,7126668,7126779,111,102.904716491699,94.3638916015625,7,pin-length-4
0,1,7129072,7129171,99,67.9370956420898,78.5720825195313,0,1,510,7129681,7129777,96,67.2710571289062,110.35546875,0,1,79,7129856,7129958,102,65.2728881835938,105.358154296875,0,1,485,7130443,7130564,121,118.889915466309,89.366455078125,7,pin-length-4
0,1,7132915,7133013,98,75.9296951293945,73.57470703125,0,1,443,7133456,7133564,108,79.2599487304688,113.35400390625,0,1,101,7133665,7133734,69,77.2617797851563,100.360717773438,0,1,521,7134255,7134362,107,90.9158172607422,143.33837890625,7,pin-length-4
0,1,7136657,7136767,110,65.9389495849609,74.5741577148438,0,1,543,7137310,7137419,109,71.267333984375,103.359130859375,0,1,115,7137534,7137610,76,72.2664184570313,96.36279296875,0,1,497,7138107,7138228,121,94.9121170043945,72.375244140625,7,pin-length-4
0,1,7140388,7140498,110,72.9324722290039,80.571044921875,0,1,456,7140954,7141072,118,79.2599487304688,123.348754882813,0,1,66,7141138,7141264,126,73.2655029296875,95.36328125,0,1,223,7141487,7141579,92,101.905639648438,74.374267578125,7,pin-length-4
0,1,7143779,7143867,88,96.910270690918,75.5736694335937,0,1,567,7144434,7144530,96,93.2470092773437,127.3466796875,0,1,91,7144621,7144699,78,94.24609375,102.359619140625,0,1,236,7144935,7145035,100,92.9139709472656,113.35400390625,7,pin-length-4
0,1,7074754,7074898,144,53.9500465393066,93.5642700195313,0,1,659,7075557,7075692,135,98.2423706054687,113.35400390625,0,1,77,7075769,7075871,102,84.2553100585937,110.35546875,0,1,339,7076210,7076321,111,97.9093475341797,110.35546875,7,pin-length-4
0,1,7147283,7147394,111,112.895469665527,104.558532714844,0,1,510,7147904,7148011,107,54.2830810546875,143.33837890625,0,1,90,7148101,7148192,91,60.2775268554688,103.359130859375,0,1,474,7148666,7148811,145,134.875122070313,88.366943359375,7,pin-length-4
0,1,7151545,7151640,95,92.9139709472656,78.5720825195313,0,1,463,7152103,7152214,111,73.2655029296875,117.351928710938,0,1,78,7152292,7152394,102,78.2608642578125,110.35546875,0,1,429,7152823,7152899,76,85.9204406738281,117.351928710938,7,pin-length-4
0,1,3593497,3593597,100,123.785385131836,112.553833007813,0,1,1810,3595407,3595505,98,105.202575683594,107.356567382813,0,1,179,3595684,3595788,104,106.20166015625,108.356079101563,0,1,531,3596319,3596390,71,103.803894042969,126.3466796875,7,pin-length-4
0,1,3597842,3597916,74,123.785385131836,96.5621948242188,0,1,653,3598569,3598646,77,91.215576171875,111.3544921875,0,1,100,3598746,3598827,81,106.20166015625,94.36328125,0,1,133,3598960,3599050,90,115.792785644531,143.337768554688,7,pin-length-4
0,1,3599964,3600061,97,105.802032470703,93.563720703125,0,1,609,3600670,3600782,112,101.206298828125,119.350341796875,0,1,63,3600845,3600936,91,117.191467285156,106.357055664063,0,1,190,3601126,3601219,93,72.8325653076172,169.32421875,7,pin-length-4
0,1,3602859,3602933,74,128.78076171875,54.5840454101563,0,1,561,3603494,3603573,79,109.198913574219,90.3653564453125,0,1,102,3603675,3603752,77,109.198913574219,97.36181640625,0,1,180,3603932,3604023,91,123.785385131836,176.320678710938,7,pin-length-4
0,1,7081402,7081509,107,46.9565200805664,131.544494628906,0,1,517,7082026,7082150,124,93.2470092773437,85.3685302734375,0,1,66,7082216,7082317,101,97.2432861328125,102.359619140625,0,1,192,7082509,7082598,89,109.898239135742,134.343017578125,7,pin-length-4
0,1,7084993,7085115,122,35.9666976928711,79.571533203125,0,1,685,7085800,7085933,133,72.2664184570313,118.351318359375,0,1,56,7085989,7086104,115,86.2534790039063,83.36962890625,0,1,538,7086642,7086740,98,101.905639648438,134.343017578125,7,pin-length-4
0,1,7089076,7089165,89,69.9352416992187,83.5694580078125,0,1,464,7089629,7089761,132,77.2617797851563,85.3685302734375,0,1,78,7089839,7089941,102,76.2626953125,74.374267578125,0,1,374,7090315,7090378,63,124.884368896484,105.358154296875,7,pin-length-4
0,1,7092827,7092927,100,51.9518966674805,84.5689697265625,0,1,554,7093481,7093602,121,86.2534790039063,95.36328125,0,1,76,7093678,7093781,103,93.2470092773437,75.373779296875,0,1,505,7094286,7094385,99,109.898239135742,94.3638916015625,7,pin-length-4
0,1,7096882,7097003,121,51.9518966674805,122.549194335938,0,1,530,7097533,7097631,98,86.2534790039063,96.36279296875,0,1,90,7097721,7097824,103,92.2479248046875,96.36279296875,0,1,438,7098262,7098360,98,91.9148941040039,72.375244140625,7,pin-length-4
