meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanArea,sdArea,meanPress,sdPress,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanArea,sdArea,meanPress,sdPress,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanArea,sdArea,meanPress,sdPress,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanArea,sdArea,meanPress,sdPress,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanArea,sdArea,meanPress,sdPress,meanVelX,sdVelX,meanVelY,sdVelY,meanAccX,sdAccX,meanAccY,sdAccY,meanArea,sdArea,meanPress,sdPress,user,length
-0.8805409667751155,0.6073757132652889,1.0058748967153148,0.7092516950333603,-0.001398036328496959,0.012160554613210478,0.0014425465848328471,0.013418640163113853,0.00005681166388591875,0.00019256211216749945,0,0,0.2535585719548657,0.3829358904189979,-0.6183329387608911,0.6441014049030311,0.0008489181946298156,0.006486853041957793,-0.00029168132799844846,0.007904150003424464,0.000008962967766617178,0.0001538869475201389,0,0,-0.22226866248883687,0.33359216359164795,0.178174290255257,0.421933550242538,-0.0006506614730040275,0.004201150193941066,0.0009229865421891594,0.006543295980199594,-0.0000028786556385784645,0.00019306751727502354,0,0,0.1480670078977969,0.5238917702363515,0.40649407670672144,0.3602327189314603,0.0005107732328378088,0.00658978800103316,0.0018392055301012656,0.007018161074631439,-0.00000849078006794659,0.00012996584423529735,0,0,-0.5765503097685735,0.7258669750729234,0.11651578617332686,0.2748732312241503,-0.0011039556832522284,0.009637682873275473,0.000008482574183589297,0.012188291263420116,0.000011015053073230325,0.00018277908076665245,0,0,-0.3157565233184573,0.3765403137336935,-0.024406714513274717,0.033043007667115674,0.001282583364741502,0.009092145164610922,0.000024258360213062934,0.0015914863911760616,-0.0001597018929291095,0.0008254934776730239,0,0,4,pattern-length-6
-0.6765338639671815,0.3825939340017507,0.7394130381799037,0.39675754907902383,-0.000976501127354107,0.006648119948550734,0.0014370464150606488,0.0060814019389586775,0.000025111058536731778,0.00016527155581997288,0,0,0.20467525041223528,0.3662755057721486,-0.4265997417699,0.5645691338193218,0.0006256084819823341,0.004571125074242681,-0.0009084007978322016,0.006735873144414246,-0.000018436971092314435,0.00020581901653338137,0,0,-0.26984214313656146,0.3919576618316465,0.18262414644707203,0.4408229680804541,-0.0008471407079474194,0.004837366619133645,0.0008987741015919508,0.006704618321611502,6.654838046962432e-7,0.00017266376131023288,0,0,0.14343379360552527,0.4314785613853727,0.3393825037482309,0.28113716422996277,0.0009991440864712679,0.004144788868508951,0.0006111014439270874,0.004170830200396283,-0.000023434555630597487,0.00015994716718627068,0,0,-0.5795618177925342,0.6534154685274316,0.11467110500196943,0.2319499543134177,-0.0004450733374686864,0.008636139762421764,0.00015050601540383672,0.007943753705404212,0.000009869638836794594,0.0003059352249841867,0,0,-0.21712433462762296,0.3116510966492953,0.007771973846356724,0.023102585672314813,0.0007287229523025714,0.009158614155848312,-0.00003446827087375949,0.0008919850755993314,-0.00012565597065410805,0.0003816819588331493,0,0,4,pattern-length-6
-0.5933736520021698,0.4518629197098202,0.6427106099653542,0.4518308325550779,0.0006112165614960823,0.0076194289466195875,-0.0005657242389564036,0.008128249936066067,0.00010592491277690308,0.0002509173553950529,0,0,0.12677276597368714,0.27915852030099403,-0.351806177589851,0.4997572905551991,0.0006068501152340089,0.0043557926769478335,-0.0010794250991745242,0.006669589421077024,-0.00001042075581849113,0.0002170914941756951,0,0,-0.1857927093334555,0.33521764116487274,0.14699434421757707,0.41101971635601087,-0.0001413041593671203,0.005760095942603987,0.00009480769750292074,0.007930206223059058,0.000008274482086438824,0.0001656973013683253,0,0,0.1639109521542302,0.536199594094743,0.45320265370040436,0.3929080050680106,0.0011825046402354222,0.00430688347661346,0.0016457610496362146,0.00484229007472288,0.000011184508787756932,0.00014129114930789907,0,0,-0.47478698682836207,0.5793331586108197,0.09126204016868833,0.18627620196480216,0.00010635967041315787,0.010155683897737328,0.0000954797460870891,0.008690052926272321,0.00002523247633698747,0.00026545879951823904,0,0,-0.31251644432499165,0.2563779317101998,-0.004142852542295327,0.0413130366626788,0.00042554345061274554,0.0059775225038935925,0.00043172093081302564,0.0015172674269217804,-0.0000744125594012392,0.0003879670113489636,0,0,4,pattern-length-6
-0.6254519979668349,0.3084412199215463,0.6262029769738152,0.31799970896595353,-0.0007319926424228009,0.004678760497447351,0.0013890621766442228,0.00553725630514742,0.00004269087429185031,0.00016175873694369763,0,0,0.19976919456690456,0.3645560106946908,-0.4222697551058551,0.6446178915197011,0.0006275195657635066,0.006709804475569498,-0.0008184540185225797,0.010504151707510088,0.00001833987595492435,0.0001512572161548793,0,0,-0.3229969068595481,0.5834958630269773,0.20523785505212414,0.6530815143572458,-0.0019688263976262027,0.01015859512942968,0.0013124782569694825,0.011854330049727609,0.000019408214618177977,0.00023113752861726484,0,0,0.22175088361449896,0.6117719386455875,0.42951868787871833,0.2775108069430995,0.0019433930338694132,0.007577650648887606,0.0008082132676662108,0.006171443735117248,-0.000030524395871077416,0.00012942324406876402,0,0,-0.6269468699163524,0.7454272298464121,0.10803222365957353,0.2641538049586934,-0.0005040514889669373,0.007461621329062713,0.0005391647047391223,0.00861593141278879,-0.000012050405004171056,0.000176807760657581,0,0,-0.2913292889141929,0.27584427291308106,-0.08187400475787997,0.3567246094473704,0.0013175563705740084,0.007217077240804381,-0.0023534873301163275,0.006296979838431753,-0.000119675604602784,0.00044699029126024447,0,0,4,pattern-length-6
-0.8726504435840658,0.4500819027990249,0.776776180793012,0.3819595419627589,-0.001362710444628417,0.007837967503672551,0.0016367291274473291,0.006311363935205386,0.00003390305094654858,0.00014940882777844701,0,0,0.1682909274483747,0.35522124978843894,-0.374882177164777,0.512907160950919,-0.000036716078474144404,0.005773309864119545,-0.00013440281864416905,0.006267555036194729,0.000014199090555248828,0.00016328692328526016,0,0,-0.24453445632360377,0.4231717963898368,0.15758993898554022,0.5132842519499127,-0.000980463259448336,0.005977589505045516,0.0012820186882897117,0.006178869145336159,0.000011274706439271104,0.00020070909386326471,0,0,0.14312348400732583,0.4902448405751723,0.409284563601275,0.27691446026945665,0.0006919854137188397,0.007066301187342442,0.0010280419243332583,0.008648936613592556,-0.0000018599238943926125,0.00028773157009685227,0,0,-0.5097997944473434,0.7211941003571436,0.12619438849530618,0.21921153101557794,-0.0007117948375958363,0.009342970014340111,0.0002309570125985707,0.0069231147696706356,-0.000006562875696476002,0.00025053684575166595,0,0,-0.253337957690219,0.23905931427703062,0.024865560028079162,0.03529257988287433,-0.00014708996011937795,0.008968893634342666,-0.00011356216366521132,0.002786997618504745,-0.00010554732066245171,0.00037372338125094625,0,0,4,pattern-length-6
0.5497395245007513,0.4699455546557105,1.1927814473442853,0.8155238697249608,0.0002941316148521615,0.009941316014877338,0.0001227277757028177,0.015004441607801696,0,0,0.000014585007227784597,0.0001586497194014914,-0.3188565726098717,0.6292013206356609,0.15286121566402877,0.4154876148766565,-0.001783797776361796,0.009382658754994612,-0.0009888268138249588,0.0071676321535735525,0,0,-0.00001908202613720019,0.00014706140990675758,0.25496638153359613,0.7579794107735541,-0.5455642204166565,0.441799535877535,0.0019102534230040667,0.012663881360129628,-0.00177195966189469,0.010677592653043987,0,0,0.000017452800513790115,0.0001289176241945887,0.19427345126282936,0.21311423341109773,-0.46477748895782256,0.5390235110026076,-0.00009965014796860176,0.009174213274038032,-0.0022202680221845078,0.010614444262912331,0,0,0.00001057287665948369,0.00012445780973099863,0.30666019357775665,0.42630872275790416,0.6358809413250979,1.28011075700009,0.0009668567673394085,0.007629108881945445,0.0014263009189570725,0.01780322441792938,0,0,6.865499581164238e-7,0.0001839328096045173,0.41751625958610983,0.3077979209990862,0.44199724758372594,0.32765708394207416,0.00008048215126908823,0.01492324289425504,0.00007357739659741671,0.017896586738481286,0,0,-0.00028684894627361906,0.0011641775413109667,19,pattern-length-6
0.17957766975452702,0.14018481516341597,0.38326584385671236,0.3380349777042877,0.00018676651027890772,0.003717240536131445,0.00038275831037389143,0.005261135146969464,0,0,0.000046260358414313197,0.0003686338438630478,-0.5254974792651436,1.4225687273682845,0.271098780698803,0.6365239143177129,-0.010010830121331837,0.026312541458012616,-0.003502414732911202,0.019110010452953147,0,0,-0.00004325258736016035,0.00016022308910599713,0.3632444152441781,1.6391855714314074,-0.638056957508292,0.7480848637150186,0.007693674199577919,0.05524864444892512,-0.0063097693246881885,0.02027094618092731,0,0,0.00005265533009453502,0.0001440185110378056,0.4678123665708916,0.5433663713674257,-1.3449434267929175,0.5869332394419061,-0.001201934668176362,0.021617504316866286,-0.004667730554695588,0.023305920133478583,0,0,8.43127896624167e-7,0.0001348330102900164,0.6323396738837747,0.8929087933682162,1.2104740002576044,1.9292266707340577,0.0019770059154520397,0.019543851857462796,0.004321331590104681,0.033128371169932336,0,0,-0.000008109888500150506,0.0002451921345446757,0.5191647911307157,0.34467616821458635,0.9590015858595677,0.7215039209034617,0.0005310113030745485,0.02021645584915901,0.0012664852958773536,0.04801448444867192,0,0,-0.000462873420110704,0.0016929257465403344,19,pattern-length-6
0.43938086183502273,0.5571735550410495,0.9418956781524457,0.9010219435457211,0.000909521720303461,0.010490942028200615,0.0018581819624854878,0.017945023917517178,0,0,0.000012014609049348271,0.00015693343732370665,-0.6628870122572955,1.2390123985120143,0.4417268590989456,1.0868389292605676,-0.00643231748663797,0.030733462044762152,-0.0021234974866644867,0.03663441003562758,0,0,-0.000011213635112725048,0.000207317497394668,0.473307274901601,1.3319956796642993,-0.6332613188644935,0.2937943431947235,0.0022590313559712975,0.0356441391677133,-0.002336221981014447,0.01619125311080834,0,0,0.00002634928053581207,0.00013270333672128922,0.27186063878676475,0.4554115463854302,-1.7529335171568627,0.651679364479275,-0.0008186157736948752,0.02029801569226334,-0.007725955980734293,0.03561582592123449,0,0,0.000016339864654868257,0.0001420870202849889,0.6849854712392769,0.5497341421360127,1.5421588374119177,2.514416009121721,0.0016973375036642222,0.014186216522883372,0.0019088605420949682,0.04004914299187697,0,0,-0.000009611689065601314,0.00032562310672912276,0.3911754395760017,0.4131703176472381,0.158857404979455,0.19641398243594718,-0.0001418440329111578,0.024253769730072688,-0.00006415764862812163,0.013360461624291836,0,0,-0.0001262112990251387,0.0007137070299180211,19,pattern-length-6
0.3769626364988439,0.37913680732378136,0.8468276603549135,0.6026374387971498,0.0006866614264462923,0.006627518341916278,0.0016816782978854236,0.011951238819994029,0,0,0.000012090490790712573,0.00015367078268450156,-0.6844925786934647,1.2710696775435286,0.5191960552938624,1.0212191241922892,-0.0075648624545929305,0.02811363731552022,-0.0034461979314209363,0.03463315995290923,0,0,-0.000040048696831160896,0.00016516842537232952,0.3083039860036921,1.3502513331753812,-0.6601271059848831,0.7284598102796634,0.003085197774421697,0.03143441221050093,-0.0021854365935700107,0.021059567107196458,0,0,0.000027961271969392335,0.00009797952018466125,0.4959810443952973,0.8246829553493755,-1.587221871170343,0.34012336963565964,-0.0024182786578538095,0.027466113653627625,-0.00875984211693998,0.021811298510666877,0,0,-0.000001922344752386504,0.00015421393851303941,0.7348562708732806,0.9076617598285065,1.4681875604161383,2.356375262184364,0.0017703716545255186,0.02081475907347584,0.0026568922673926264,0.04311481403253967,0,0,-0.000007457373773350438,0.00021642155356524245,0.44355606378293505,0.4147480867248741,0.34439024083754594,0.3725786490663456,-0.00017192778977830766,0.019260509402959907,-0.0001599417425769432,0.019656575839738396,0,0,-0.0002516126162768189,0.0009284486508962887,19,pattern-length-6
0.49161936956293445,0.5180777220030047,0.8809231108978016,0.49057892481582954,0.0017074329932314654,0.010483461558900384,0.001938260668171436,0.013118065302064762,0,0,0.000020677774521773074,0.0001378467311859957,-0.6816741208979152,1.0240534008226894,0.3602914657184785,0.8852297926581696,-0.005046347677051441,0.02292404571526731,-0.0033079867619469168,0.026714369478711805,0,0,-0.00005504875418974116,0.00014693871141379384,0.16719703790382248,1.381378297937317,-0.7082405322463711,1.0956066124362256,0.010936154946267016,0.039323859927297845,-0.00837623525414002,0.028691221439602507,0,0,-0.000009445968493970365,0.00019799376970086325,0.28138681299546164,1.291028476456365,-1.1367958517635572,0.6562838578241651,-0.001915150447700262,0.07254929105144717,-0.003886160883524015,0.03251259379017114,0,0,0.00020617073237457696,0.0007715467839704613,0.7956498708976452,0.8165056222331449,1.3596256867383607,2.3381245356846714,0.0017678994805868879,0.020327313544527853,0.0030110932352320706,0.03719128648199559,0,0,0.000007457375662442878,0.00026482840384574395,0.342789471468186,0.3044085524971371,0.352998376530122,0.31794917552600055,0.000012831554430841191,0.013975679760368452,-0.0001505951192927235,0.01500773406170624,0,0,-0.0001454860330584215,0.000749631367468556,19,pattern-length-6
0.16165659665141124,0.31814883108999736,-0.006186308578063828,0.017519101745015347,0.0005820832367276587,0.0024401429383120233,0.00002463521823123042,0.0005911472974998368,0.0000791910657645168,0.0005408502564919737,0.00003428267809707182,0.00013782446382828835,-0.23632022343456108,0.42737468123493777,0.1371576245895665,0.15027176582559246,-0.0006710693347934103,0.004197118865958738,0.0002995517059200333,0.0016338670355834724,-0.00003437244256049856,0.0007169281172235877,-0.000015170705523000773,0.00009915807671929127,0.03540358538647789,0.2569383679952989,0.08561862923604614,0.21860534221021424,0.00019698797661772056,0.002541252147314688,0.0002613857382552584,0.001995970359978444,-0.000006066141263414163,0.00032575383351209395,0.0000035953396942577355,0.0000866065164281243,0.25513232359542837,0.4678476635906612,0.07691675329230106,0.17795078096854855,0.001707125422089302,0.0060927981263891855,-0.000043000357652810215,0.0036161278329441657,-0.000013136820310643574,0.00036679092273244853,7.32733583731046e-7,0.00008555502918507066,-0.9015888158356398,1.689750021717694,-0.0005023795858641538,0.16400797832970374,-0.003998911550258011,0.01869477542042601,-0.0003579193541113601,0.0032337620685853386,0.00002921700369964036,0.0007587699573097546,-0.000007755181486026299,0.0002201185669729547,-0.3204657680156773,0.4501079974471479,-0.04204735239217997,0.07260337649668933,-0.0005517074088408317,0.01849062261103463,-0.00003300774665755313,0.0029629002477138174,-0.0007364835893866628,0.0023360610810211186,-0.00041602990393028983,0.0011196816693255702,25,pattern-length-6
0.8329636351414936,0.7330616127774099,0.025889214636946035,0.05929661503630762,0.005063932972306978,0.009038545674717359,-0.00040689711385198256,0.0024851305690017597,0.00023017816330347214,0.0008769774114961164,0.00017368159459516588,0.0002098549664082,-0.3262251482565198,0.7551130298938085,0.17921819200014688,0.2575442981120123,-0.0010619869875501881,0.007155792130705374,0.0004590529084472885,0.0020836046371287974,-0.00006121627985787222,0.0005600585281688702,-0.000015539464429465173,0.00013853395974382956,0.07089441109404811,0.6310092434014833,0.24961567204014093,0.35255019554657524,-0.0004318853417293544,0.016551989099522362,0.0017830997253912423,0.011239168904020479,0,0.0004547278801687291,0.000014313268944027713,0.00010724011639172464,0.18904909309593104,0.5170307634466428,0.0857422581141693,0.16770605302256114,0.0014021954669714088,0.008015001251623601,0.0003331164236630145,0.003040737326049791,0.000011633863824429037,0.00036932549947191694,0.00000650430703802214,0.00011329361322494767,-1.4783314084584502,1.9505778441509904,0.03526751530381294,0.04169046911826189,-0.00819942277068571,0.023814181060299214,0.0001581864562831738,0.0018416988354487702,0.0000020447166381820673,0.0008236902760928647,-0.00006122603174129977,0.0002350375102119322,-0.6059883351171917,0.754441638946481,-0.04053236539624924,0.05121269952503849,-0.0008780327995793748,0.034783634903419694,-0.00009634355618064502,0.001873836262115515,-0.0004877172042853574,0.0013968925268350938,-0.0006912642322521244,0.0014121573649698497,25,pattern-length-6
