x,y,velocity,acceleration,user,sample,innerSample
543.9135131835938,160,0.13224608500786209,0.018313813699962038,1,1,30
545,160.9495849609375,0.0848806448864726,0.007627856118621326,1,1,31
544.00341796875,168.9830322265625,0.5059391434291876,0.027278471229463808,1,1,32
528.1761474609375,229.36590576171875,1.8359618666673134,0.08351058974581024,1,1,33
522.0377197265625,265.66046142578125,2.300624122098002,0.014682346221007789,1,1,34
520.9636840820312,336.34619140625,2.079232036379074,0.024986482478979652,1,1,35
524,387.483642578125,1.5523488901881333,0.01598852683164243,1,1,36
524,410.8359375,1.3736644071691178,0.006016966986490515,1,1,37
521.0791015625,449.287841796875,1.168566179639269,0.013321672615907712,1,1,38
517.1249389648438,482.125244140625,1.002261169238207,0.005242230097404543,1,1,39
517,492.809814453125,0.6285471040139587,0.011619263414789367,1,1,40
524.3597412109375,525.207275390625,1.0067546282191093,0.024807049427350385,1,1,41
531.913818359375,549.68408203125,1.5068220240181167,0.015416416224562657,1,1,42
533,560,1.2966179208715092,0.020191247342549373,1,1,43
196.98992919921875,543.0604248046875,0.24725483863269485,0.0033870525840095185,1,2,1
197,511.846923828125,0.9458637151877708,0.009597736011549786,1,2,2
197,489.391845703125,1.3208869485294117,0.011364345658835932,1,2,3
193,432.5977783203125,1.725295542982933,0.02459419549154758,1,2,4
191.97059631347656,402.6766357421875,1.7611085345165707,0.0021858612670265557,1,2,5
187.00424194335938,367.0380859375,1.0903916735534132,0.04035486296035536,1,2,6
186,350.7672119140625,0.9589315048682991,0.004640340368816506,1,2,7
185.0733184814453,329.43994140625,0.6468907097835463,0.018374737511669577,1,2,8
182.95538330078125,317.77691650390625,0.6972804296589824,0.003163041059577778,1,2,9
177.0138702392578,287.06939697265625,0.6255408326312052,0.004243514801595882,1,2,10
174.95794677734375,276.831787109375,0.6142356123854258,0.00024244909691242402,1,2,11
172,262.84405517578125,0.43324442167283644,0.010651049840402006,1,2,12
172,255.82855224609375,0.4126766429227941,0.002737303888700046,1,2,13
172,249.89373779296875,0.3491067325367647,0.003739406493295846,1,2,14
172,239.04754638671875,0.3389434814453125,0.0005978382994971894,1,2,15
172,235.0220947265625,0.23679127412683823,0.003192256478702321,1,2,16
172.97674560546875,231.0465087890625,0.2408126058921653,0.0033841441961672734,1,2,17
175.84934997558594,228,0.12688639658830916,0.008505888242627586,1,2,18
184.8702850341797,227,0.27503613475154265,0.005950396818794965,1,2,19
209.28330993652344,224.08428955078125,1.4462661055691408,0.035492186196957494,1,2,20
299.2487487792969,212.3045654296875,2.7494956690132755,0.07667207350842227,1,2,21
347.6898498535156,201.8275146484375,2.9153625225533344,0.008701027330515972,1,2,22
431.64825439453125,178.37548828125,2.641585082523266,0.01879622499746823,1,2,23
462.660400390625,167.10614013671875,1.940954895451936,0.021864633701831986,1,2,24
519.2859497070312,153.15301513671875,1.7672519776420363,0.01549323337646519,1,2,25
536.651123046875,151.034912109375,1.0290513748263743,0.022902226346644697,1,2,26
553.7138671875,149.0357666015625,1.0105564268941944,0.0011245105761124993,1,2,27
570.029052734375,149,0.4944007500331849,0.03073228901096355,1,2,28
572.9818725585938,149.98187255859375,0.1830462969744289,0.009880530741914806,1,2,29
570.7909545898438,165.49652099609375,0.4748054917445975,0.028069483623160314,1,2,30
555.8602294921875,201.44720458984375,2.2898740561608566,0.05557848418005123,1,2,31
546.8543701171875,231.47320556640625,1.843971039980436,0.028992719675092284,1,2,32
538.97216796875,255.13922119140625,1.4673015109796295,0.022347696481273625,1,2,33
534.0010375976562,289.9906005859375,1.0667918241259677,0.02701323052896773,1,2,34
534.9293823242188,311.22314453125,1.2501664198158442,0.008534821136972456,1,2,35
537.0723876953125,337.520751953125,1.6490487647897667,0.023677755893796323,1,2,36
539,412.052734375,2.1928501489825103,0.03462054738712236,1,2,37
538,454.0740966796875,2.627078708153831,0.013243546695986888,1,2,38
535,526.601318359375,2.134977671531121,0.0308657856724002,1,2,39
534.02392578125,547.7606201171875,1.3238626778039808,0.023857482874558418,1,2,40
532.064697265625,558.676513671875,0.6523720584736782,0.042656499823645826,1,2,41
531,566.938232421875,0.5206275396529102,0.007932730086399307,1,2,42
531,574,0.282470703125,0.015198047408416215,1,2,43
183.63600158691406,521.1463623046875,1.060741312813824,0.03030689465182354,1,3,1
199.9874725341797,470.534423828125,1.611750617717911,0.01585323992004812,1,3,2
205.6817169189453,445.5914306640625,1.3465636238453216,0.008945190650818894,1,3,3
206.94944763183594,425.3427734375,1.1271279745923832,0.015600305570411139,1,3,4
204.6951904296875,394.123046875,1.6474213899090706,0.030646289797919654,1,3,5
202.72283935546875,260.5589599609375,3.816532829991888,0.1144139969626983,1,3,6
212.7818145751953,143.83642578125,3.2543101722755425,0.018995485820360772,1,3,7
214,128.69403076171875,0.8936068638869789,0.06557564589446505,1,3,8
211.14788818359375,122.14788818359375,0.42002852294985465,0.03291071759001907,1,3,9
203.0825958251953,132.8760986328125,0.39475742657786617,0.041413881037176886,1,3,10
200.9281005859375,139.2156982421875,0.39386459366445276,0.0036615472605323524,1,3,11
198.85635375976562,144.14361572265625,0.29698331834757447,0.005872067609883358,1,3,12
196.91444396972656,146.0855712890625,0.17164422068429638,0.0084738883142443,1,3,13
197,143.80902099609375,0.0650902109993868,0.013986737551756053,1,3,14
198.19822692871094,141.60357666015625,0.15687042438056717,0.002934313873852657,1,3,15
200.17578125,137.82421875,0.2509102274474871,0.0058806749942296324,1,3,16
202.2152862548828,135.78472900390625,0.18026780305375256,0.005617606059923294,1,3,17
209.00445556640625,129.99774169921875,0.2787773984663217,0.006256787735172574,1,3,18
221.01092529296875,124.99725341796875,0.7650682361990743,0.015841430773899948,1,3,19
276.93212890625,115.009033203125,1.72140031958157,0.05813857565809977,1,3,20
306.9530334472656,114.06353759765625,1.7668111671450797,0.007792533928167584,1,3,21
335.76141357421875,115.98406982421875,1.698372118586302,0.010768047666530304,1,3,22
364.5171813964844,117.96551513671875,1.80149710806569,0.006070513800448386,1,3,23
422.4736022949219,125.0728759765625,1.7173703699045566,0.007866117896501929,1,3,24
447.4076843261719,129.03704833984375,1.5779524772862634,0.00444883711635736,1,3,25
479.05950927734375,133.0098876953125,0.9382405842023036,0.04005973053787571,1,3,26
498.92669677734375,137.981689453125,0.6206012901384654,0.009724515077173652,1,3,27
506.9554748535156,139.9888916015625,0.5172423039736425,0.0031320931148909803,1,3,28
523.7611694335938,145.90447998046875,0.5240129592644552,0.0030697405974956745,1,3,29
536.8882446289062,153.88824462890625,0.465583750557635,0.0034710515469007466,1,3,30
539.9476318359375,158.8428955078125,0.34253489916098795,0.0067692023009723245,1,3,31
538.087158203125,172.6513671875,0.42221947589896314,0.015782210292573186,1,3,32
535.0538330078125,181.8653564453125,0.6062778981454745,0.006249301681071014,1,3,33
529.0784912109375,197.78424072265625,1.0001999561764858,0.02470106371668802,1,3,34
522.074462890625,227.6278076171875,1.8032025505773481,0.04831359185491412,1,3,35
514.0309448242188,317.2572021484375,2.726957312892688,0.05736258920900169,1,3,36
512.059326171875,365.5166015625,2.8411563218846427,0.005368903832949843,1,3,37
506.1357421875,449.6427001953125,2.555587572474387,0.017435288314096773,1,3,38
503.0675964355469,483.9185791015625,2.02428969399858,0.01615298302539035,1,3,39
498.16119384765625,512.301513671875,1.8002427800433052,0.016069256692846128,1,3,40
496.05364990234375,527.5706787109375,0.9067015823396001,0.05591232311418217,1,3,41
495,535,0.833740588877059,0.004296047462706734,1,3,42
216,556.0767822265625,0.14550265938284687,0.002385289498079457,1,4,1
211.02737426757812,536.191650390625,0.6211348620156217,0.007873645226190395,1,4,2
207.0391845703125,515.1959228515625,1.2571267178063519,0.019333500090979408,1,4,3
203,429.8634033203125,1.5255011201517525,0.0194895667187106,1,4,4
203.32388305664062,401.494140625,2.182393190090643,0.011885152843756238,1,4,5
207,348.4375,1.6116315473571434,0.044688252271959175,1,4,6
206.0433807373047,301.5205078125,1.513765926511121,0.005172341296432514,1,4,7
206,283.09912109375,1.0836139880929394,0.013895852749048624,1,4,8
203.99972534179688,262.99725341796875,1.18830253560888,0.008925357244768587,1,4,9
202.95455932617188,242.54559326171875,1.2046087609446077,0.003519538565859622,1,4,10
201,223.53582763671875,1.1241167101866953,0.005898670663080014,1,4,11
195.92706298828125,192.48944091796875,0.9532761248776489,0.010682617943012843,1,4,12
192.87213134765625,178.2327880859375,0.8576639175740692,0.0031946483366711324,1,4,13
189,158.458740234375,0.59263528641744,0.015607614554839264,1,4,14
189,152.507080078125,0.371978759765625,0.0070162190044509775,1,4,15
189,147.594482421875,0.28897633272058826,0.005187651690314796,1,4,16
189.15711975097656,145,0.1528962111905319,0.008039563495303065,1,4,17
193.3554229736328,145,0.12722130977746213,0.011347128699796347,1,4,18
197.53060913085938,144.86737060546875,0.24572306974057948,0.0035949904550851065,1,4,19
231.42764282226562,139.446533203125,1.0402348269263906,0.046887727149817274,1,4,20
281.36529541015625,135.83172607421875,2.945194888169748,0.05790722293197157,1,4,21
326.472900390625,136.4794921875,2.653662108911979,0.022290530282355572,1,4,22
383.0518493652344,142.6658935546875,3.348009287640848,0.04407769593602028,1,4,23
491.0509948730469,175.0255126953125,3.4164513647602583,0.03642226061135312,1,4,24
527.8173828125,191.5269775390625,2.686646504559484,0.025159219368881068,1,4,25
558.4004516601562,203.8001708984375,2.0596148147327824,0.04227567056708373,1,4,26
580.9293212890625,205.03533935546875,0.663608938622727,0.0904321485446093,1,4,27
584.0172119140625,202.9827880859375,0.23173964400082656,0.01463633475315931,1,4,28
583.12353515625,201,0.06396708402295369,0.014385613688281241,1,4,29
579.0656127929688,201.96722412109375,0.26072507376398046,0.007543843895949409,1,4,30
575.024658203125,203.9876708984375,0.26575946650863647,0.0037830371015003914,1,4,31
565.10986328125,211.89013671875,0.3842062457684174,0.007997806192355678,1,4,32
559.1533203125,220.7445068359375,0.6277335358880984,0.008659801922081836,1,4,33
550.800048828125,232.39996337890625,0.8435113865427988,0.012756107218135472,1,4,34
530.7811279296875,280.71142578125,1.5846933678626336,0.046285698434328455,1,4,35
524.0380859375,321.63818359375,2.4399132949818485,0.029289631746287383,1,4,36
524.91650390625,427.1370849609375,3.1970472212073076,0.05269336727873211,1,4,37
531.8906860351562,486.179931640625,3.49725396992159,0.014324104523461539,1,4,38
537.000732421875,535.0059814453125,3.068295354307758,0.02536261846210891,1,4,39
541.0282592773438,564.2540283203125,1.7367085148789383,0.08335666536221215,1,4,40
542.9826049804688,578.8955078125,0.8689021607005816,0.05104831177350582,1,4,41
543,583,0.513066130970722,0.021530179500319775,1,4,42
179.0023956298828,523.021484375,0.4307122355310205,0.006626342085092623,1,5,1
176,479.232421875,1.330056708798561,0.013841344270829255,1,5,2
175,446.5670166015625,1.922394611901581,0.01804309663927817,1,5,3
176.97369384765625,338.44708251953125,2.1627589429529177,0.015305113648106002,1,5,4
179.04013061523438,309.7191162109375,1.8001369404746168,0.007554029572548973,1,5,5
172.0570831298828,224.68505859375,1.2734373409792394,0.0359845369361372,1,5,6
169.01734924316406,203.17352294921875,1.277955422499631,0.0011146125817215345,1,5,7
169,160.10772705078125,0.8613159878609278,0.02598373645401933,1,5,8
172.01097106933594,142.96710205078125,0.527365867923834,0.007079156658014205,1,5,9
176.03067016601562,132.93865966796875,0.3177663684610849,0.006850756436668303,1,5,10
179.89085388183594,131,0.1308986374477157,0.006947359963798044,1,5,11
188.1660919189453,134.05535888671875,0.26731117447901925,0.0061210309698724215,1,5,12
195.0654296875,136,0.42165635946966024,0.004745573582782187,1,5,13
211.1138916015625,137.0103759765625,0.9458962345724301,0.03182249757361795,1,5,14
275.4964904785156,141,1.9547301153076282,0.05934322191799451,1,5,15
308.4825439453125,141,1.9403560862821692,0.0036777053462610254,1,5,16
371.3832092285156,137.97442626953125,1.9082845313494914,0.005757727781704364,1,5,17
400.4688720703125,135.96649169921875,1.7149935024495229,0.0059679071046345135,1,5,18
453.3219909667969,134.0247802734375,1.602690122679995,0.007314595866750204,1,5,19
476.63946533203125,138.11627197265625,1.392571636069489,0.01144342450683899,1,5,20
493.02178955078125,143.012451171875,1.068646043114957,0.020812102040209546,1,5,21
504.9949951171875,151.9949951171875,0.8804759393699038,0.024333878993422205,1,5,22
516.029052734375,173.1016845703125,0.7217229965291906,0.02272326831557408,1,5,23
519.0203247070312,190.20343017578125,1.0212574696267358,0.012095943709178552,1,5,24
520,210.31072998046875,1.184185394624363,0.012514225928060905,1,5,25
519,250.013671875,1.2035010128208885,0.005308952032014908,1,5,26
519,269.38323974609375,1.1393863453584558,0.0021384972034294617,1,5,27
520.067138671875,294.40301513671875,1.565157671697886,0.02526817929710798,1,5,28
529.14306640625,353.07305908203125,1.7461144508362318,0.01609223771914778,1,5,29
533.000732421875,391.01220703125,2.3834230031032977,0.01900364481080224,1,5,30
533.0506591796875,427.861572265625,2.167611709231685,0.019582689297160505,1,5,31
533.9566040039062,459.6075439453125,1.8681703332831674,0.01790549374204009,1,5,32
532,499.132080078125,1.1991798757562717,0.03994670322151191,1,5,33
532,509.74560546875,0.6633453369140625,0.016292337843278767,1,5,34
532,525.859375,0.4739343979779412,0.011838183683507583,1,5,35
531,532.86376953125,0.4422136376966035,0.0021237202090801377,1,5,36
529.0045166015625,540.98193359375,0.49175394633284986,0.004235809638103108,1,5,37
528,544,0.35342728372447085,0.008371488442563775,1,5,38
282.2460632324219,196.9508056640625,1.5399761139740944,0.017906698999698774,2,1,1
377.01116943359375,185.12451171875,2.893945197804797,0.016540068365029394,2,1,2
428.5793151855469,185.981689453125,3.0338393743494243,0.013322184313730251,2,1,3
469.2803649902344,189.92425537109375,2.5557221958323715,0.031022044974876033,2,1,4
500.2021179199219,192.01556396484375,1.8230818956363397,0.045957251618077025,2,1,5
538.9439086914062,192,1.173993754478342,0.03862642839558436,2,1,6
554.8761596679688,191.9822998046875,0.9371918122776757,0.007175851841336294,2,1,7
573.2118530273438,193.052978515625,0.5565735425241748,0.022531218024916633,2,1,8
578.8840942382812,198.7681884765625,0.47365889808943457,0.011400113238790496,2,1,9
581,207.78839111328125,0.5450028183157581,0.016799120305965233,2,1,10
579.0911254882812,228.99755859375,1.2526409293885679,0.04441614470722004,2,1,11
560.9953002929688,294.021240234375,2.0452947330611893,0.049657029509517815,2,1,12
554.0131225585938,329.92132568359375,2.151338957957656,0.005978734544276657,2,1,13
554.0089111328125,414.0595703125,2.54964377982742,0.0353096423862579,2,1,14
560.0810546875,455.4864501953125,2.4629133620520975,0.011354096161688474,2,1,15
566.8543701171875,490.3448486328125,2.219397567064886,0.015680174445037113,2,1,16
572.0028686523438,521.011474609375,1.8291649029137589,0.02460138413718934,2,1,17
579.9852905273438,557.933837890625,1.1447087395913673,0.04045686521563957,2,1,18
584.9923706054688,570.9847412109375,0.8222614785140413,0.010760097472783812,2,1,19
593.673828125,580.8912353515625,0.3991569752979191,0.02756239487681123,2,1,20
641.6255493164062,567.408935546875,1.4650306671689617,0.04067462285368987,2,1,21
675.4551391601562,558.1434326171875,2.192218744018618,0.021390849027175793,2,1,22
715.9113159179688,550.86328125,2.417999717937633,0.019081083671224058,2,1,23
759.6367797851562,545.04736328125,2.594738549289576,0.012395185078196768,2,1,24
806.7880249023438,538.9249267578125,2.9716920586993525,0.02217955183451182,2,1,25
882.4833984375,528.943115234375,2.245608196666984,0.04538137576570635,2,1,26
911.4592895507812,523.942626953125,1.729658994793102,0.015349136383019525,2,1,27
929.3001708984375,521.969970703125,1.1218504870960773,0.036098415928952854,2,1,28
250.89015197753906,213.945068359375,0.1059539962499913,0.001412719949999884,2,2,1
252.9854278564453,217.01458740234375,0.11262021702072166,0.0012078387165168406,2,2,2
245.8644256591797,222.13555908203125,0.25797491770331854,0.008452921469128814,2,2,3
241,226.038818359375,0.18899490079131792,0.002057541389671344,2,2,4
242.0377960205078,227.5189208984375,0.10633439626057381,0.006387211116390727,2,2,5
256.4820251464844,228,0.43794661543005325,0.022562859815398077,2,2,6
274.38751220703125,229,1.0549052776897165,0.018701458279026837,2,2,7
356.6419677734375,222.94647216796875,2.499300298729922,0.08585540947275383,2,2,8
403.13140869140625,218.8524169921875,2.745256622998373,0.007540053785203361,2,2,9
444.4320373535156,212.927978515625,2.4543167952218483,0.019038713704262702,2,2,10
507.65667724609375,199.09808349609375,2.022486162894337,0.027137230446347152,2,2,11
527.0404052734375,193.98785400390625,1.1791782924272634,0.026432751568928586,2,2,12
545.9935913085938,188.00213623046875,1.1691715905372204,0.0033758685932703345,2,2,13
566.931396484375,182.02288818359375,0.6598432437498638,0.029994737829293915,2,2,14
574.0211791992188,182,0.41704821529960573,0.008550641096726562,2,2,15
579.7780151367188,182,0.35980224609375,0.0033682133460490034,2,2,16
586.9517822265625,185.9517822265625,0.24088848843996205,0.011801301207911345,2,2,17
587.5142822265625,187.4857177734375,0.10211368725528397,0.005206219671262942,2,2,18
586.0411987304688,188,0.09178094115471479,0.008647413287800563,2,2,19
581.0321655273438,189.96783447265625,0.16308207508979963,0.0042032981942113365,2,2,20
579.033935546875,190.966064453125,0.13139372866843269,0.001038123781006436,2,2,21
577.0315551757812,193.93682861328125,0.21074071743614986,0.006825392893015975,2,2,22
569.0873413085938,221.62152099609375,0.8727865753728806,0.03973310379453645,2,2,23
563.0347290039062,252.83807373046875,1.870465479073162,0.030423656447580306,2,2,24
555.1267700195312,292.3914794921875,2.521011486804549,0.038274619370299655,2,2,25
540.9888305664062,369.0706787109375,2.2932843367412414,0.01441032722523557,2,2,26
533.9143676757812,407.727783203125,2.456194141310404,0.004792360767913477,2,2,27
530.1015014648438,441.08642578125,1.9750493694478655,0.03146160113446428,2,2,28
525.9911499023438,504.8670654296875,1.9367560146696883,0.006118187545477573,2,2,29
530.1666870117188,526.40478515625,1.2905143433880948,0.023085044902947577,2,2,30
544.0414428710938,553.04736328125,1.7669944173505643,0.03792589966758957,2,2,31
570.7720336914062,570.924072265625,0.9744680024038324,0.060324142948192175,2,2,32
594.9361572265625,568.0147705078125,1.4316841087812244,0.02845859449107684,2,2,33
619.7275390625,559.104736328125,1.6464940527366247,0.023908094508354988,2,2,34
687.6521606445312,529.146484375,2.1834647312992965,0.03458057800415509,2,2,35
731.0202026367188,515.311767578125,2.8450796720266367,0.020967928554036466,2,2,36
776.0559692382812,507.26513671875,2.691116065909982,0.024757295312430996,2,2,37
851.6473388671875,507.95849609375,2.2907439233382543,0.035921254745315004,2,2,38
880.9998168945312,514,1.7628104878004944,0.019869538558749202,2,2,39
899.9011840820312,518.9730224609375,1.14968422617211,0.03635151411511526,2,2,40
942.5,527,1.4947754777640072,0.021025072214621233,2,2,41
225.14590454101562,192.99481201171875,0.421924344290721,0.003943218170941318,2,3,1
335.0113830566406,197,3.3314684728744486,0.027195017211683877,2,3,2
434.4799499511719,190.9345703125,3.019797735451113,0.013291614098014357,2,3,3
511.21527099609375,163.34332275390625,2.398382247028314,0.02980630694833515,2,3,4
537.9968872070312,151.00128173828125,1.843041117221963,0.017189691864488925,2,3,5
565,159.13970947265625,0.42093841913758023,0.09706950755848835,2,3,6
554.2364501953125,216.66009521484375,1.721140881665363,0.025781168511709248,2,3,7
543.7305297851562,259.185791015625,2.737763377031287,0.03012288940333793,2,3,8
525.7470092773438,360.3660888671875,3.022530689250612,0.021419528833806004,2,3,9
516.8538208007812,410.64306640625,3.1910906686031852,0.004958222558292485,2,3,10
507.9767761230469,450.0870361328125,2.378267135431947,0.05142286207495174,2,3,11
498.0038757324219,489.9805908203125,1.2460974702002892,0.06664108182251709,2,3,12
497.01171875,499.046875,0.536494724381651,0.02176500454061779,2,3,13
500.0020446777344,506.0013427734375,0.44530099911483295,0.015597800222834142,2,3,14
519.4920654296875,514.098388671875,0.6395469163494504,0.026226656545721372,2,3,15
544.5313720703125,518.912109375,1.4998717177567025,0.026760692330614254,2,3,16
584.5121459960938,519.9730224609375,2.4996779638525624,0.0616803871779018,2,3,17
668.2716064453125,514.975341796875,2.4678948951411663,0.01351227993300015,2,3,18
712.2796020507812,511.98779296875,2.7568303847638114,0.008521275878710195,2,3,19
759.250732421875,508.989501953125,2.7686310292826657,0.0010147490732400565,2,3,20
847.6602172851562,506,2.6806064949263644,0.00705948410307797,2,3,21
889.34130859375,505.97998046875,2.451829183312274,0.007400126107651453,2,3,22
921.974365234375,504.0015869140625,1.9231160077140923,0.03203303155793665,2,3,23
982.94091796875,498.062744140625,1.8562159256721595,0.005655898216394553,2,3,24
1006,499,1.442382621781266,0.014276725976038664,2,3,25
211.2488250732422,179.30047607421875,1.0049212585726797,0.015460327054964303,2,4,1
315.0993957519531,143.25732421875,3.3311356151705644,0.03579272849628711,2,4,2
423.41961669921875,134.10137939453125,3.294136147519061,0.025028637285243585,2,4,3
514.0333862304688,149.76800537109375,2.7046509983032623,0.029161474475645918,2,4,4
554.63525390625,155.9635009765625,2.5669898353292564,0.004329279083249413,2,4,5
622.8613891601562,151,1.0209917334463552,0.09923771867919703,2,4,6
597.08642578125,200.8670654296875,1.7010429879307913,0.03579156862447969,2,4,7
551.152099609375,286.48626708984375,2.857729458676072,0.035066126682641856,2,4,8
521.9224853515625,391.96875,3.3168912047354446,0.02419039003035733,2,4,9
519.0009155273438,443.0240478515625,3.0081659386916004,0.02241109621728124,2,4,10
525.28369140625,498.0535888671875,3.4616896937309796,0.041961931636055536,2,4,11
561,576,2.9565416913935403,0.07039518235230725,2,4,12
587,591,1.0005554013202425,0.07648393032315239,2,4,13
702.308837890625,572.6883544921875,2.8476530989318505,0.0721265832026659,2,4,14
778.4545288085938,537.8485107421875,2.4628697635545365,0.01984933708610777,2,4,15
821.8675537109375,523.7830810546875,2.852169571315353,0.01457671512479581,2,4,16
861.3065795898438,514.9708251953125,2.377149448472716,0.03335772769752654,2,4,17
935.2839965820312,515.0567626953125,2.1758078502284683,0.031792333719239584,2,4,18
964.2571411132812,521.8018798828125,1.8592460143305254,0.016344325592363138,2,4,19
989.1541137695312,526,1.4852020471922547,0.024239369792756895,2,4,20
1039.440673828125,514.559326171875,1.5627749389455396,0.03509356077523878,2,4,21
1049,505,1.689866089926713,0.027568761402121073,2,4,22
228.97171020507812,188.00567626953125,1.51332991756596,0.03289847646882522,2,5,1
301.359130859375,172.88031005859375,2.1750224458924317,0.01464983819150568,2,5,2
375.5302429199219,151.11053466796875,2.3424216913343088,0.0072169001668438565,2,5,3
450.815673828125,140.00970458984375,2.3060435900015763,0.009850303058336566,2,5,4
570.8243408203125,150.81439208984375,2.4098814431597595,0.017124553181544877,2,5,5
605.372802734375,158.84320068359375,2.0864184209323606,0.008966410000160721,2,5,6
648.6314086914062,179.26275634765625,0.9567163096474203,0.06875517046915096,2,5,7
637.351318359375,234.04644775390625,1.6949374416549954,0.03477721681932294,2,5,8
595.2584838867188,346.28912353515625,3.525760977085779,0.05666368730967565,2,5,9
563.2952270507812,472.572998046875,3.9474587319038745,0.01736985927853459,2,5,10
550.0639038085938,546.2327880859375,2.2678397109136075,0.0512934507386701,2,5,11
551.9321899414062,571.83056640625,0.7777535567584578,0.04626090172178926,2,5,12
561.0188598632812,579.0093994140625,0.6811937761267294,0.018011313001623983,2,5,13
596.5621337890625,579.0208740234375,2.0907809281166707,0.09484522619848414,2,5,14
646.7644653320312,571.034912109375,2.990208750881994,0.057781008174983814,2,5,15
708.2704467773438,562.9661865234375,3.877060987262678,0.05245379012825125,2,5,16
833.3557739257812,551.954833984375,3.69320766149751,0.015287369596314243,2,5,17
890.1671142578125,552.0179443359375,3.550710961619141,0.010353252624118112,2,5,18
941.9992065429688,558.9998779296875,3.0764836280032326,0.04037021058816514,2,5,19
1024.6292724609375,589.5843505859375,2.6699597024897166,0.044152540149148364,2,5,20
1047,611,1.821706385183031,0.03738751587585187,2,5,21
462.1502685546875,602.899658203125,1.711460972639104,0.019016233029323374,3,1,1
366.6001281738281,698.426513671875,2.7022368099446346,0.011028784660807034,3,1,2
336.5277404785156,729.4722900390625,2.5425028754673735,0.0033035763740877516,3,1,3
275.84515380859375,790.1658935546875,2.6007856820704913,0.004182165328245094,3,1,4
247.19305419921875,821.9310302734375,2.516359430750726,0.00473417955620248,3,1,5
225.12945556640625,851.8187255859375,2.3218364866613066,0.01802607146037033,3,1,6
206.59266662597656,879.64013671875,1.966539705673315,0.023119465570204716,3,1,7
187.882568359375,910.2935791015625,1.0882548970264334,0.05177674139996996,3,1,8
181.88414001464844,919.173828125,0.6303730024613338,0.01392328841840709,3,1,9
177,927.059326171875,0.2728104135452297,0.02105518302459566,3,1,10
178.02601623535156,927,0.06423312369172637,0.009239924100043912,3,1,11
183.22508239746094,923.77490234375,0.35989014014967796,0.019061676380755562,3,1,12
195.80116271972656,910.220947265625,1.087627007310328,0.0439195135062943,3,1,13
226.76596069335938,880.21728515625,2.694785512627698,0.09469020863936788,3,1,14
320.2111511230469,799.83251953125,3.625376028585042,0.05930132012707313,3,1,15
379.8369140625,751.13671875,4.811490405398964,0.03502682814823698,3,1,16
521.6289672851562,637.0374755859375,5.3529107665351825,0.03391658140045188,3,1,17
592.3939819335938,585.3983154296875,5.475189123387518,0.008330608726682629,3,1,18
660.027099609375,544.985595703125,4.634542534709742,0.059960127414274936,3,1,19
778.01123046875,481.458251953125,4.060603633940115,0.03563371360728114,3,1,20
825.181396484375,458.4093017578125,3.0882513540465437,0.02976714081953749,3,1,21
861.913330078125,439.0458984375,2.442541314905419,0.03830372492927274,3,1,22
885.92626953125,429.02685546875,1.626204461301667,0.04916103592117501,3,1,23
911.97509765625,429.989990234375,0.7666655181127573,0.061495952915688615,3,1,24
